GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
PQLC2              1   19638740   19658925    146      31  106342      0.20968      0.41696
CAPZB              1   19665267   19812066    949      52  106342     -0.35477      0.63862
MINOS1             1   19923471   19956315    179      26  106342     -0.21816      0.58635
MINOS1-NBL1        1   19923471   19984949    356      52  106342     0.024305       0.4903
NBL1               1   19969723   19984949     88      35  106342      0.77674      0.21866
HTR6               1   19991780   20006055     85      28  106342      0.60179      0.27366
TMCO4              1   20008706   20126424    741     112  106342       1.3157     0.094129
RNF186             1   20140522   20141771     13       8  106342      0.67712      0.24916
OTUD3              1   20208356   20239438    139      40  106342       1.7743     0.038004
PLA2G2E            1   20246800   20250110     25      10  106342     0.098947      0.46059
PLA2G2A            1   20301924   20306932     31      18  106342      0.41438       0.3393
PLA2G5             1   20386157   20418394    211      49  106342      0.24501      0.40322
PLA2G2D            1   20439143   20446059     37      18  106342     0.036677      0.48537
PLA2G2F            1   20465823   20476879     54      33  106342       -1.524      0.93625
PLA2G2C            1   20490484   20501687     58      18  106342     -0.67624      0.75056
UBXN10             1   20512578   20522540     38      25  106342       2.5277      0.00574
VWA5B1             1   20617412   20681662    422      63  106342      0.74568      0.22793
CAMK2N1            1   20808884   20812728     12       8  106342       0.9828      0.16285
MUL1               1   20825941   20834674     50      22  106342     -0.17771      0.57053
FAM43B             1   20878932   20881513      8       4  106342      -1.3056      0.90416
CDA                1   20915444   20945401    194      44  106342     -0.56558      0.71416
PINK1              1   20959948   20978004    118      25  106342      0.32243      0.37356
DDOST              1   20978260   20988037     53      18  106342      0.75799      0.22423
KIF17              1   20990475   21044317    387      96  106342     -0.15581      0.56191
SH2D5              1   21046225   21059133     64      23  106342      0.75906      0.22391
HP1BP3             1   21069170   21113808    163      41  106342      0.51441      0.30348
EIF4G3             1   21132785   21503381   1410      66  106342   -0.0053152      0.50212
ECE1               1   21543740   21672034    741     104  106342      0.61582      0.26901
NBPF3              1   21766583   21811393    242      39  106342       2.2554     0.012053
ALPL               1   21835475   21904905    478      61  106342      0.12201      0.45145
RAP1GAP            1   21922708   21996010    417      80  106342      0.68291      0.24733
USP48              1   22004791   22109688    596      59  106342      0.65428      0.25647
LDLRAD2            1   22138758   22151714     90      49  106342      0.38914      0.34858
HSPG2              1   22148737   22263750    706     101  106342      0.86978      0.19221
CELA3B             1   22303418   22315847    107      21  106342      0.59576      0.27567
CELA3A             1   22328149   22339035     58      18  106342     0.031761      0.48733
CDC42              1   22379120   22419439    190      46  106342      0.27903      0.39011
WNT4               1   22443798   22470474    155      43  106342        1.027       0.1522
ZBTB40             1   22778344   22857650    321      47  106342      0.30139      0.38156
EPHA8              1   22890004   22930087    246      57  106342      0.11086      0.45586
C1QA               1   22963118   22966175     15      10  106342      0.78193      0.21713
C1QC               1   22969969   22974603     30       8  106342       1.4284     0.076594
C1QB               1   22979682   22988130     48      17  106342       1.5123     0.065234
EPHB2              1   23037263   23241823   1174     155  106342       1.0204      0.15377
LACTBL1            1   23279536   23299524     94      34  106342      0.44198      0.32925
C1orf234           1   23337327   23342343     20       9  106342       0.6353      0.26262
KDM1A              1   23345937   23410184    212      58  106342       0.7629      0.22276
LUZP1              1   23410516   23504301    355      57  106342      0.37936      0.35221
HTR1D              1   23518388   23521222     15      10  106342     -0.62255      0.73321
HNRNPR             1   23635953   23671143    150      43  106342      0.90359      0.18311
ZNF436             1   23685941   23696357     51      16  106342       1.0457      0.14786
TCEA3              1   23707555   23751269    261      46  106342       1.5707     0.058121
ASAP3              1   23755056   23810750    249      53  106342      0.99292      0.16037
E2F2               1   23832920   23857712    112      30  106342      0.88772      0.18734
ID3                1   23884421   23886285     16       9  106342    -0.029222      0.51166
RPL11              1   24018269   24022915     27      11  106342     -0.31043      0.62188
TCEB3              1   24069856   24088549     73      15  106342     -0.49158      0.68849
PITHD1             1   24104876   24114722     39      25  106342      0.05054      0.47985
LYPLA2             1   24117275   24122029     14       9  106342     -0.23776      0.59397
GALE               1   24122089   24127294     11       8  106342     -0.99585      0.84034
HMGCL              1   24128367   24165110    123      33  106342     -0.35976      0.64049
FUCA1              1   24171567   24194859     94      31  106342      0.05142       0.4795
CNR2               1   24197005   24285549    427      46  106342     -0.70906      0.76086
PNRC2              1   24286301   24289952      5       2  106342      0.86444      0.19367
SRSF10             1   24292935   24306953      7       3  106342    -0.068656      0.52737
MYOM3              1   24382531   24438665    388      54  106342      -0.2862      0.61264
IL22RA1            1   24446261   24469783    131      40  106342   -0.0046855      0.50187
IFNLR1             1   24480647   24513765    242      52  106342     -0.32247      0.62645
GRHL3              1   24645812   24690972    231      71  106342      0.55083      0.29088
STPG1              1   24683489   24741587    317      46  106342       1.5985     0.054964
NIPAL3             1   24742245   24799473    367      52  106342       2.0047       0.0225
RCAN3              1   24828841   24863510    190      38  106342      -1.5026      0.93353
NCMAP              1   24882567   24935819    336      51  106342       1.6049     0.054256
SRRM1              1   24969594   24999772     94      45  106342      0.17229      0.43161
CLIC4              1   25071760   25170815    335      58  106342       1.0575      0.14513
RUNX3              1   25226002   25291648    337      85  106342       1.6412      0.05038
SYF2               1   25548767   25559013     51      17  106342     0.091226      0.46366
RSRP1              1   25568740   25574010     27      15  106342      0.65225      0.25712
RHD                1   25598884   25656936    152      37  106342       0.8611      0.19459
TMEM50A            1   25664789   25688852    104      32  106342     -0.51827      0.69786
RHCE               1   25687853   25747363    251      48  106342      0.21556      0.41466
TMEM57             1   25757388   25826700    318      38  106342      0.55009      0.29113
LDLRAP1            1   25870071   25895377    160      38  106342      -1.7581      0.96063
MAN1C1             1   25943959   26111258    825      81  106342     0.089903      0.46418
SEPN1              1   26126667   26144713     97      25  106342      0.12162       0.4516
MTFR1L             1   26146397   26159433     56      11  106342      -0.3726      0.64528
AUNIP              1   26158414   26185939    118      15  106342     -0.15919      0.56324
PAQR7              1   26187975   26202461     56      15  106342     -0.76315      0.77731
STMN1              1   26210670   26233368     66      23  106342      0.63456      0.26286
PAFAH2             1   26286258   26326366    205      39  106342       1.6678     0.047679
EXTL1              1   26348266   26362955     72      33  106342      0.82223      0.20547
SLC30A2            1   26364513   26373439     41      17  106342       2.0304     0.021158
TRIM63             1   26377792   26394142     95      27  106342      0.73703      0.23055
PDIK1L             1   26437656   26452039     72      15  106342      0.69429      0.24375
FAM110D            1   26485511   26489119     22      13  106342       1.1395      0.12725
ZNF593             1   26496388   26497364      6       3  106342      0.50915      0.30532
CNKSR1             1   26503981   26516375     76      26  106342       1.2513      0.10542
CATSPER4           1   26517119   26529033    109      27  106342       1.1017      0.13529
CEP85              1   26560644   26605529    251      37  106342      0.10729      0.45728
SH3BGRL3           1   26606213   26608013     11       5  106342      -0.3599      0.64054
UBXN11             1   26608773   26644756    222      33  106342      0.11151       0.4556
CD52               1   26644411   26647014     22      10  106342     0.034473      0.48625
AIM1L              1   26648350   26680621    183      43  106342       -1.585      0.94352
ZNF683             1   26688125   26701023     85      24  106342      0.93166      0.17576
LIN28A             1   26737269   26756219     84      39  106342       1.5445     0.061236
DHDDS              1   26758773   26797797    162      60  106342     -0.11504      0.54579
HMGN2              1   26798902   26803133     19      12  106342      0.48135      0.31513
RPS6KA1            1   26856249   26901520    220      54  106342      -1.2133      0.88749
LOC101928728       1   27018623   27022896     21      11  106342       1.2556      0.10463
ARID1A             1   27022522   27108601    301      41  106342      0.25801       0.3982
PIGV               1   27113739   27124894     44      23  106342      0.85573      0.19607
ZDHHC18            1   27153201   27184092    144      44  106342      0.36967      0.35581
SFN                1   27189633   27190947      3       2  106342    -0.061884      0.52467
GPN2               1   27205872   27216869     37      16  106342     -0.19857       0.5787
GPATCH3            1   27216979   27226962     31      19  106342      0.10237      0.45923
NR0B2              1   27237975   27240567     10       6  106342     -0.40948      0.65891
NUDC               1   27248187   27273362    111      45  106342      0.64601      0.25914
KDF1               1   27276047   27286901     39      16  106342      0.39217      0.34746
TRNP1              1   27320189   27327377     27      11  106342     -0.37695      0.64689
FAM46B             1   27331511   27339333     34      17  106342      0.26629      0.39501
SLC9A1             1   27425300   27481621    216      62  106342     -0.76793      0.77873
WDTC1              1   27561007   27635124    252      50  106342      0.31423      0.37667
TMEM222            1   27648636   27662891     77      33  106342      0.42839      0.33418
SYTL1              1   27668483   27680423     46      19  106342      0.34503      0.36503
MAP3K6             1   27681670   27693558     49      21  106342     -0.18252      0.57241
FCN3               1   27695601   27701315     35      22  106342      0.30983      0.37835
CD164L2            1   27705596   27709823     13       6  106342      -1.0972      0.86372
GPR3               1   27719148   27722318     10       7  106342     -0.16319      0.56481
WASF2              1   27730734   27816678    351      47  106342       1.0172      0.15453
AHDC1              1   27860756   27930463    245      70  106342       1.4503     0.073486
FGR                1   27938800   27961727    119      37  106342       0.9663      0.16695
IFI6               1   27992572   27998724     30      12  106342       1.6174     0.052896
FAM76A             1   28052490   28089426    162      25  106342     0.063287      0.47477
STX12              1   28099694   28150963    215      36  106342      0.81066      0.20878
PPP1R8             1   28157252   28178183     96      40  106342     -0.53788      0.70467
THEMIS2            1   28199055   28213196     89      26  106342       -1.722      0.95746
RPA2               1   28218035   28241255    122      28  106342    -0.023034      0.50919
SMPDL3B            1   28261456   28285663    154      42  106342    -0.031942      0.51274
XKR8               1   28286504   28294604     40      21  106342     0.022693      0.49095
EYA3               1   28296855   28415173    569      48  106342      -1.3076       0.9045
PTAFR              1   28473677   28520447    183      82  106342      0.11727      0.45332
DNAJC8             1   28526789   28559542    163      34  106342      0.18574      0.42632
ATPIF1             1   28562602   28564616     10       5  106342      0.67316      0.25042
SESN2              1   28585963   28609002    117      42  106342       0.1212      0.45177
MED18              1   28655513   28662478     27      18  106342       1.4208     0.077687
PHACTR4            1   28696093   28826881    654      31  106342     0.070068      0.47207
RCC1               1   28832455   28865708    159      46  106342      0.72367      0.23463
TRNAU1AP           1   28879529   28905057     96      31  106342      0.70784      0.23952
RAB42              1   28918712   28921098     10       6  106342       2.1179     0.017093
TAF12              1   28929608   28975416    204      63  106342      0.48462      0.31397
GMEB1              1   28995234   29042115    187      49  106342      -0.1043      0.54153
YTHDF2             1   29063133   29096287    144      42  106342    -0.028473      0.51136
OPRD1              1   29138654   29190208    311      47  106342        1.176       0.1198
EPB41              1   29213603   29446558   1004      91  106342      0.51563      0.30306
TMEM200B           1   29445937   29450421     23      12  106342      0.58394      0.27963
SRSF4              1   29474250   29508637    147      52  106342       2.4679    0.0067954
MECR               1   29519385   29557460    189      51  106342       1.0856      0.13884
PTPRU              1   29563028   29653325    428      81  106342       1.8909     0.029318
MATN1              1   31184124   31196432     57      14  106342     -0.72363      0.76535
LAPTM5             1   31205315   31230683    160      65  106342      0.14977      0.44047
SDC3               1   31342313   31381480    194      79  106342     -0.64034      0.73902
PUM1               1   31404353   31538838    594      57  106342      -1.6624      0.95178
NKAIN1             1   31652592   31712734    406      47  106342       1.6433     0.050164
SNRNP40            1   31732415   31769644    195      30  106342       1.0429      0.14849
ZCCHC17            1   31769832   31838569    323      34  106342       1.0507      0.14669
FABP3              1   31838100   31845923     39      22  106342       0.2352      0.40703
SERINC2            1   31882412   31907527    131      27  106342        1.245      0.10656
TINAGL1            1   32042086   32053290     35      26  106342      0.15862      0.43699
HCRTR1             1   32083290   32093214     49      15  106342      0.68042      0.24812
PEF1               1   32095463   32110838     54      17  106342     -0.25099      0.59909
COL16A1            1   32117848   32169768    257      68  106342      0.12135      0.45171
ADGRB2             1   32192718   32230494    153      39  106342      0.12048      0.45205
SPOCD1             1   32256023   32281630    123      38  106342      -0.4111       0.6595
PTP4A2             1   32372022   32403988    151      31  106342       1.9718     0.024318
KHDRBS1            1   32479295   32526460    137      87  106342      0.62356      0.26646
TMEM39B            1   32538503   32568467    103      34  106342      0.54685      0.29224
KPNA6              1   32573644   32642169    213      65  106342      0.22568      0.41073
TXLNA              1   32645293   32663886     68      35  106342    -0.036164      0.51442
CCDC28B            1   32666202   32670991     14      10  106342     -0.18838      0.57471
IQCC               1   32671236   32674288     17       9  106342     -0.85434      0.80354
DCDC2B             1   32674695   32681797     38      26  106342      0.63672      0.26215
TMEM234            1   32680040   32687954     29      16  106342       1.5947     0.055389
EIF3I              1   32687971   32697205     27      11  106342      0.68283      0.24736
