GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
PRKCZ              1    1981909    2116834    940      98  129118      -1.4055      0.92006
LOC100506504       1    2113250    2115812     14      10  129118     -0.99117       0.8392
C1orf86            1    2115899    2144159    124      47  129118      0.85071      0.19746
SKI                1    2160134    2241652    502     116  129118      -1.4663      0.92872
MORN1              1    2251719    2323190    528      87  129118      0.77128      0.22027
RER1               1    2323214    2336883     77      35  129118      -1.1183      0.86827
PEX10              1    2336241    2344010     51      25  129118       1.0569      0.14529
PLCH2              1    2407754    2436964    196      61  129118     0.084289      0.46641
PANK4              1    2439975    2458061    128      37  129118      -2.0187      0.97824
HES5               1    2460184    2461684      8       6  129118     0.043496      0.48265
TNFRSF14           1    2487291    2495268     40      15  129118      -1.4933      0.93232
FAM213B            1    2517899    2522908     33      21  129118     -0.59448      0.72391
MMEL1              1    2522078    2564499    282      30  129118     -0.65011      0.74219
TTC34              1    2572807    2706230    198      54  129118      0.29341       0.3846
ACTRT2             1    2938046    2939467      8       5  129118       1.8366     0.033135
PRDM16             1    2985565    3355185   2960     323  129118      0.70283      0.24108
ARHGEF16           1    3371147    3397677    193      42  129118       1.1334      0.12852
MEGF6              1    3404506    3528059    948     146  129118      0.87019       0.1921
TPRG1L             1    3541556    3546695     26      10  129118      0.51095      0.30469
WRAP73             1    3547331    3566671    111      36  129118      0.81836      0.20658
TP73               1    3569129    3652765    558     116  129118       2.2147      0.01339
CCDC27             1    3668965    3688209    146      51  129118      0.67293       0.2505
SMIM1              1    3689352    3692546     21      12  129118       1.6901     0.045508
LRRC47             1    3696784    3713068    131      33  129118      0.11019      0.45613
CEP104             1    3728645    3773797    421      32  129118       1.6514      0.04933
DFFB               1    3773845    3801993    276      47  129118     -0.85932      0.80492
C1orf174           1    3805697    3816857     82      23  129118      -1.7419      0.95924
AJAP1              1    4715105    4843851   1027     124  129118       1.6518     0.049285
NPHP4              1    5922870    6052618    844      58  129118     -0.25784      0.60173
KCNAB2             1    6052358    6161253    660     113  129118      0.80876      0.20933
CHD5               1    6161847    6240194    541      80  129118     -0.20118      0.57972
RPL22              1    6245080    6259679     62      19  129118    -0.092238      0.53675
RNF207             1    6266189    6281359     85      23  129118       -0.606      0.72774
ICMT               1    6281253    6296044     81      26  129118     -0.69597      0.75678
HES3               1    6304252    6305638      8       4  129118     -0.40582      0.65756
GPR153             1    6307406    6321035     81      17  129118      0.16248      0.43546
ACOT7              1    6324332    6453826    849      60  129118      0.17541      0.43038
HES2               1    6475292    6484724     51      17  129118     0.095932      0.46179
ESPN               1    6484836    6521004    186      36  129118     -0.46973      0.68073
TNFRSF25           1    6520787    6527432     44      20  129118      0.27401      0.39204
PLEKHG5            1    6526152    6580121    337      77  129118     -0.53316      0.70304
NOL9               1    6581407    6614658    214      22  129118      0.89774      0.18466
TAS1R1             1    6614987    6639817    154      39  129118      0.93536       0.1748
ZBTB48             1    6640051    6649340     30      20  129118      0.38105      0.35158
KLHL21             1    6650784    6662958     67      29  129118      -1.4804      0.93062
PHF13              1    6673756    6684093     44      17  129118    0.0032983      0.49868
THAP3              1    6684925    6695646     58      19  129118      -0.1119      0.54455
DNAJC11            1    6694228    6761966    326      53  129118     -0.64991      0.74212
CAMTA1             1    6845384    7829766   5393     367  129118       1.8789     0.030129
VAMP3              1    7831329    7841492     55      19  129118     -0.76395      0.77755
PER3               1    7844413    7905241    350      45  129118     -0.69553      0.75664
UTS2               1    7907672    7913551     36      16  129118     -0.59325      0.72349
TNFRSF9            1    7975931    8003225    115      29  129118     -0.52386      0.69981
PARK7              1    8021714    8045342    147      45  129118     -0.88296      0.81137
ERRFI1             1    8071779    8086393     57      23  129118     -0.70658      0.76009
SLC45A1            1    8378171    8404227    165      44  129118       1.0123      0.15569
RERE               1    8412464    8877699   1695      92  129118       2.1326     0.016477
ENO1               1    8921059    8939151     68      27  129118       2.5691    0.0050982
CA6                1    9005893    9035151    209      56  129118      0.74859      0.22705
SLC2A7             1    9063359    9086404    152      62  129118       1.6182     0.052807
SLC2A5             1    9097005    9131763    191      44  129118       2.0276       0.0213
GPR157             1    9163472    9189229    119      33  129118       1.7718     0.038214
H6PD               1    9294822    9331396    234      68  129118    -0.077327      0.53082
SPSB1              1    9335202    9429591    717     129  129118     -0.58803      0.72174
SLC25A33           1    9599528    9642831    189      47  129118      0.10923      0.45651
TMEM201            1    9648932    9674935    144      47  129118    -0.041594      0.51659
PIK3CD             1    9711789    9789172    433      87  129118     -0.15576      0.56189
CLSTN1             1    9789079    9884550    572      36  129118      0.75535      0.22502
CTNNBIP1           1    9908334    9970316    311      54  129118     0.086877      0.46538
LZIC               1    9982168   10003460     89      31  129118      -1.0283       0.8481
NMNAT1             1   10003486   10045556    173      47  129118      -1.6586       0.9514
RBP7               1   10057255   10076078     72      17  129118     -0.88569      0.81211
UBE4B              1   10093041   10241297    692      60  129118     -0.44505      0.67186
KIF1B              1   10270606   10441664    912      41  129118       0.6213       0.2672
PGD                1   10458884   10480565    105      29  129118       1.1175      0.13189
APITD1             1   10489944   10510239    107      29  129118      0.82441      0.20485
APITD1-CORT        1   10490159   10512060    111      29  129118      0.69038      0.24498
CORT               1   10509776   10512060      8       3  129118      -0.3973      0.65443
DFFA               1   10520588   10532613     66      31  129118      0.59445      0.27611
PEX14              1   10535003   10690815    715      90  129118       0.2779      0.39054
CASZ1              1   10696661   10856733    935     164  129118     -0.96502      0.83273
C1orf127           1   11006530   11042094    252      51  129118      0.20464      0.41893
TARDBP             1   11072462   11085549     61      23  129118      -1.3453      0.91074
MASP2              1   11086580   11107296    120      29  129118      0.66233      0.25388
SRM                1   11114649   11120091     21      11  129118     0.061081      0.47565
EXOSC10            1   11126675   11159961    171      23  129118     -0.41003      0.65911
MTOR               1   11166588   11322614    671      37  129118      0.53494      0.29634
ANGPTL7            1   11249346   11256038     32      11  129118     0.080884      0.46777
UBIAD1             1   11333255   11348491     49      15  129118     0.083816       0.4666
PTCHD2             1   11539295   11597640    279      35  129118     -0.18067      0.57169
FBXO2              1   11707924   11714888     44      28  129118      -0.4244      0.66436
FBXO44             1   11714432   11723384     45      21  129118      -1.1034      0.86507
FBXO6              1   11724150   11734411     71      30  129118     -0.11162      0.54444
MAD2L2             1   11734537   11751678    118      34  129118     -0.42417      0.66428
DRAXIN             1   11751781   11780336    163      48  129118     -0.53047      0.70211
AGTRAP             1   11796142   11810828     69      22  129118     -0.58594      0.72104
C1orf167           1   11823827   11849642    215      24  129118      -1.1179      0.86819
MTHFR              1   11845787   11866160    128      27  129118      -1.0498       0.8531
CLCN6              1   11866153   11903201    321      30  129118       -1.315      0.90575
NPPA               1   11905766   11907840     17       7  129118      -2.0061      0.97758
NPPB               1   11917521   11918992      6       4  129118      0.55497      0.28946
KIAA2013           1   11979645   11986485     34      16  129118      0.45825      0.32339
PLOD1              1   11994724   12035599    231      43  129118     -0.73807      0.76976
MFN2               1   12040238   12073572    186      42  129118       -1.785      0.96287
MIIP               1   12079299   12092106     59      25  129118      -0.6979      0.75738
TNFRSF8            1   12123434   12204264    476     103  129118       2.3662    0.0089868
TNFRSF1B           1   12227044   12269279    245      55  129118       1.6703     0.047433
VPS13D             1   12290101   12572099   1129      77  129118      -1.6838      0.95389
DHRS3              1   12627939   12677820    312      77  129118     -0.59441      0.72388
AADACL4            1   12704566   12727097    134      31  129118      0.51119      0.30461
AADACL3            1   12776118   12788726     91      25  129118       0.8242      0.20491
C1orf158           1   12806163   12821102     92      20  129118    -0.097451      0.53882
PRAMEF12           1   12834984   12838049     19      11  129118     -0.21746      0.58607
PRAMEF1            1   12851546   12856777     19      11  129118     -0.16476      0.56543
PRAMEF11           1   12884468   12891264     33      13  129118      0.77137      0.22024
HNRNPCL1           1   12907261   12908578      5       3  129118       0.3669      0.35685
PRAMEF2            1   12916941   12921764     29      11  129118     -0.47392      0.68222
PRAMEF4            1   12939033   12946025     14      10  129118      -0.7371      0.76947
PRAMEF10           1   12952727   12958094      4       2  129118      -1.3996      0.91918
PRAMEF6            1   12998302   13007406      1       1  129118     -0.49031      0.68804
HNRNPCL2           1   13182960   13184326      9       6  129118      -1.8528      0.96804
LOC391003          1   13474053   13477569      1       1  129118     -0.58939       0.7222
PRAMEF17           1   13716088   13719064      4       2  129118     -0.39634      0.65407
LRRC38             1   13801445   13840242    306      73  129118      -1.2437       0.8932
PDPN               1   13910252   13944452    228      69  129118       1.3004     0.096729
PRDM2              1   14026714   14151574    702      72  129118      0.85015      0.19762
KAZN               1   14219646   15444544   8361     496  129118     -0.22005      0.58708
TMEM51             1   15479028   15546974    525      52  129118       1.1888      0.11726
C1orf195           1   15490692   15498120     44      15  129118     -0.25206       0.5995
FHAD1              1   15573730   15724767    896     128  129118       1.6394     0.050568
EFHD2              1   15736391   15756839    148      45  129118       0.6535      0.25672
CTRC               1   15764938   15773153     43      20  129118       1.6175     0.052881
CELA2A             1   15783223   15798586     99      26  129118     0.067971       0.4729
CELA2B             1   15802596   15817895    107      26  129118      -2.1646      0.98479
CASP9              1   15817896   15851407    210      28  129118      -2.0104       0.9778
DNAJC16            1   15853343   15898228    189      32  129118      -1.6004      0.94524
AGMAT              1   15898194   15911605     80      17  129118      -1.6873      0.95422
DDI2               1   15943953   15995539    214      29  129118     -0.63995       0.7389
RSC1A1             1   15986364   15988217      8       5  129118      0.12122      0.45176
PLEKHM2            1   16010632   16061264    272      33  129118      -1.0221      0.84662
SLC25A34           1   16062721   16067884     22      12  129118     -0.63904       0.7386
TMEM82             1   16068987   16074292     36      15  129118       0.5096      0.30516
FBLIM1             1   16083107   16113089    165      40  129118       1.2645      0.10303
UQCRHL             1   16133657   16134194      5       2  129118     -0.64601      0.74086
SPEN               1   16174359   16266951    384      59  129118       1.0289      0.15176
ZBTB17             1   16268364   16302627    132      50  129118        1.612     0.053477
TBC1D3P6           1   16302626   16323701    151      38  129118       1.3681     0.085647
C1orf64            1   16330731   16333184     25      12  129118         1.61     0.053698
HSPB7              1   16340523   16346084     59       9  129118       2.3456    0.0094988
CLCNKA             1   16348486   16360548    106      28  129118       1.6582     0.048635
CLCNKB             1   16370231   16383821    154      28  129118       -2.272      0.98846
FAM131C            1   16384264   16400127     91      19  129118     -0.22764      0.59004
EPHA2              1   16450832   16482582    138      51  129118       2.2951     0.010865
ARHGEF19           1   16524599   16539104     83      18  129118      0.33468      0.36893
ANO7P1             1   16551343   16553528     10       2  129118       1.5609     0.059273
RSG1               1   16558182   16563659     25      13  129118      0.59424      0.27618
FBXO42             1   16573339   16678965    432      38  129118      0.84701      0.19849
SZRD1              1   16693525   16724643    124      33  129118    -0.033512      0.51337
SPATA21            1   16722101   16763919    233      63  129118     -0.89477      0.81454
NECAP2             1   16767167   16786585     91      35  129118      -1.6283      0.94827
FAM231B            1   16865561   16866198      3       2  129118     -0.79728      0.78735
NBPF1              1   16888922   16940100      9       6  129118       2.0479     0.020286
MST1L              1   17081129   17090975      1       1  129118       1.7106      0.04358
CROCC              1   17248445   17299474    261      59  129118       1.3183     0.093707
MFAP2              1   17300997   17308081     29      13  129118       1.7233     0.042418
ATP13A2            1   17312453   17338467    115      40  129118       2.9348    0.0016691
SDHB               1   17345217   17380665    197      32  129118       1.6456     0.049924
PADI2              1   17393256   17445948    407      43  129118       1.5045     0.066231
PADI1              1   17531621   17572501    312      97  129118       1.6328     0.051256
PADI3              1   17575593   17610728    276      47  129118     -0.21486      0.58506
PADI4              1   17634690   17690495    431      51  129118      -1.1959      0.88412
PADI6              1   17698741   17728195    263      37  129118      -0.8023      0.78881
RCC2               1   17733251   17766250    196      60  129118     0.026427      0.48946
ARHGEF10L          1   17846693   18024370   1083     120  129118     -0.56705      0.71466
ACTL8              1   18081808   18153558    380      56  129118     -0.58446      0.72055
IGSF21             1   18434240   18704977   1839     243  129118       1.1715      0.12071
KLHDC7A            1   18807424   18812540     41      13  129118     -0.60604      0.72776
PAX7               1   18957500   19075360    753     174  129118      0.48471      0.31394
TAS1R2             1   19166093   19186155    164      38  129118       1.0451      0.14799
ALDH4A1            1   19197924   19229293    254      47  129118      0.38728      0.34927
IFFO2              1   19230774   19282826    336      69  129118     -0.13413      0.55335
UBR4               1   19401000   19536812    556      48  129118      -0.6011      0.72611
EMC1               1   19542158   19578053    178      35  129118     -0.88229      0.81119
MRTO4              1   19578075   19586622     70      15  129118     -0.58465      0.72061
AKR7A3             1   19609057   19615280     39      10  129118      0.25393      0.39977
AKR7A2             1   19629202   19638640     53      27  129118     -0.62221       0.7331
PQLC2              1   19638740   19658925    146      31  129118     -0.42443      0.66437
CAPZB              1   19665267   19812066    949      52  129118      0.13598      0.44592
MINOS1             1   19923471   19956315    182      27  129118     -0.36506      0.64247
MINOS1-NBL1        1   19923471   19984949    359      52  129118     -0.94674      0.82811
NBL1               1   19969723   19984949     88      35  129118      -1.6044      0.94569
HTR6               1   19991780   20006055     87      29  129118      -1.6393      0.94942
TMCO4              1   20008706   20126424    743     110  129118      0.15575      0.43811
RNF186             1   20140522   20141771     13       8  129118     0.054071      0.47844
OTUD3              1   20208356   20239438    139      40  129118     0.054699      0.47819
PLA2G2E            1   20246800   20250110     25      10  129118      0.23945      0.40538
PLA2G2A            1   20301924   20306932     31      18  129118        1.254      0.10492
PLA2G5             1   20386157   20418394    211      49  129118     -0.17063      0.56774
PLA2G2D            1   20439143   20446059     40      20  129118     -0.32686      0.62811
PLA2G2F            1   20465823   20476879     54      33  129118      0.93125      0.17586
PLA2G2C            1   20490484   20501687     58      18  129118         1.24      0.10749
UBXN10             1   20512578   20522540     38      25  129118      -0.4002       0.6555
VWA5B1             1   20617412   20681662    423      64  129118        1.668     0.047661
CAMK2N1            1   20808884   20812728     12       8  129118      -1.4712      0.92938
MUL1               1   20825941   20834674     50      22  129118      -1.1595      0.87688
FAM43B             1   20878932   20881513      8       4  129118     -0.23632      0.59341
CDA                1   20915444   20945401    194      44  129118       1.7293      0.04188
PINK1              1   20959948   20978004    119      25  129118       2.2365     0.012658
DDOST              1   20978260   20988037     55      19  129118       1.4677     0.071097
KIF17              1   20990475   21044317    390      89  129118      0.98153      0.16317
SH2D5              1   21046225   21059133     63      23  129118     -0.32615      0.62785
HP1BP3             1   21069170   21113808    165      42  129118       1.1007      0.13551
EIF4G3             1   21132785   21503381   1412      66  129118      0.65008      0.25782
ECE1               1   21543740   21672034    747      94  129118      0.68283      0.24736
NBPF3              1   21766583   21811393    242      39  129118     -0.23921      0.59453
ALPL               1   21835475   21904905    478      61  129118     -0.47807       0.6837
RAP1GAP            1   21922708   21996010    419      80  129118       1.1359      0.12799
USP48              1   22004791   22109688    599      59  129118     -0.50392      0.69284
LDLRAD2            1   22138758   22151714     90      49  129118     -0.85718      0.80433
HSPG2              1   22148737   22263750    706      95  129118     -0.35238      0.63773
CELA3B             1   22303418   22315847    107      21  129118      0.86653       0.1931
CELA3A             1   22328149   22339035     58      18  129118       0.6966      0.24303
CDC42              1   22379120   22419439    192      47  129118       1.6486     0.049619
WNT4               1   22443798   22470474    156      43  129118       3.0226    0.0012531
ZBTB40             1   22778344   22857650    323      49  129118     -0.80301      0.78901
EPHA8              1   22890004   22930087    247      57  129118      -1.9201      0.97258
C1QA               1   22963118   22966175     15      10  129118    -0.001476      0.50059
C1QC               1   22969969   22974603     30       8  129118      0.64694      0.25884
C1QB               1   22979682   22988130     49      18  129118      0.74843       0.2271
EPHB2              1   23037263   23241823   1178     147  129118      0.65734      0.25548
LACTBL1            1   23279536   23299524     94      34  129118       1.7684     0.038495
C1orf234           1   23337327   23342343     20       9  129118       2.9468    0.0016056
KDM1A              1   23345937   23410184    215      59  129118       2.6527     0.003993
LUZP1              1   23410516   23504301    356      56  129118       2.1508     0.015746
HTR1D              1   23518388   23521222     15      10  129118       1.6225     0.052352
HNRNPR             1   23635953   23671143    153      45  129118       1.4844     0.068853
ZNF436             1   23685941   23696357     50      16  129118       1.4084     0.079502
TCEA3              1   23707555   23751269    268      52  129118        2.357    0.0092124
ASAP3              1   23755056   23810750    248      52  129118       2.1917       0.0142
E2F2               1   23832920   23857712    115      32  129118      0.52765      0.29887
ID3                1   23884421   23886285     16       9  129118   -0.0069175      0.50276
RPL11              1   24018269   24022915     27      11  129118      0.10701      0.45739
TCEB3              1   24069856   24088549     73      15  129118     -0.53217      0.70269
PITHD1             1   24104876   24114722     40      25  129118      0.98513      0.16228
LYPLA2             1   24117275   24122029     14       9  129118      -1.2842      0.90046
GALE               1   24122089   24127294     11       8  129118     -0.13239      0.55266
HMGCL              1   24128367   24165110    123      33  129118       1.4451     0.074217
FUCA1              1   24171567   24194859     94      31  129118      0.99305      0.16034
CNR2               1   24197005   24285549    429      43  129118        0.831      0.20299
PNRC2              1   24286301   24289952      5       2  129118       1.9716     0.024329
SRSF10             1   24292935   24306953      7       3  129118      0.38746      0.34921
MYOM3              1   24382531   24438665    390      57  129118       1.0945      0.13686
IL22RA1            1   24446261   24469783    133      41  129118      0.82023      0.20604
IFNLR1             1   24480647   24513765    245      53  129118       1.6563     0.048833
GRHL3              1   24645812   24690972    232      72  129118      -1.0776       0.8594
STPG1              1   24683489   24741587    319      47  129118     -0.85045      0.80246
NIPAL3             1   24742245   24799473    368      53  129118      -0.3121      0.62252
RCAN3              1   24828841   24863510    190      38  129118     -0.29303      0.61525
NCMAP              1   24882567   24935819    337      49  129118      0.37341      0.35442
SRRM1              1   24969594   24999772     96      46  129118      0.84511      0.19902
CLIC4              1   25071760   25170815    336      59  129118      -1.1749      0.87999
RUNX3              1   25226002   25291648    341      91  129118       1.7047     0.044123
SYF2               1   25548767   25559013     53      18  129118      0.39478       0.3465
RSRP1              1   25568740   25574010     27      15  129118     -0.63972      0.73882
RHD                1   25598884   25656936    152      37  129118     -0.43026      0.66649
TMEM50A            1   25664789   25688852    104      32  129118      -1.0037      0.84223
RHCE               1   25687853   25747363    254      38  129118     -0.89934      0.81577
TMEM57             1   25757388   25826700    318      39  129118      0.30673      0.37953
LDLRAP1            1   25870071   25895377    159      37  129118      0.37267       0.3547
MAN1C1             1   25943959   26111258    829      81  129118     0.097498      0.46117
SEPN1              1   26126667   26144713     99      26  129118     -0.56333       0.7134
MTFR1L             1   26146397   26159433     56      11  129118     -0.71406       0.7624
AUNIP              1   26158414   26185939    119      15  129118      -1.8702      0.96927
PAQR7              1   26187975   26202461     57      16  129118      -1.4912      0.93205
STMN1              1   26210670   26233368     67      24  129118     -0.47877      0.68395
PAFAH2             1   26286258   26326366    206      39  129118      0.50065      0.30831
EXTL1              1   26348266   26362955     73      34  129118      0.42476       0.3355
SLC30A2            1   26364513   26373439     41      17  129118       1.7888     0.036824
TRIM63             1   26377792   26394142     95      27  129118       1.4273     0.076748
PDIK1L             1   26437656   26452039     72      15  129118       1.0537      0.14602
FAM110D            1   26485511   26489119     22      13  129118      0.99326      0.16029
ZNF593             1   26496388   26497364      6       3  129118        2.083     0.018624
CNKSR1             1   26503981   26516375     77      27  129118       1.6723     0.047233
CATSPER4           1   26517119   26529033    110      27  129118       1.1386      0.12743
CEP85              1   26560644   26605529    253      32  129118      0.85227      0.19703
SH3BGRL3           1   26606213   26608013     11       5  129118     -0.26429      0.60422
UBXN11             1   26608773   26644756    222      33  129118      0.65313      0.25684
CD52               1   26644411   26647014     22      10  129118       0.5746      0.28278
AIM1L              1   26648350   26680621    186      44  129118     -0.16323      0.56483
ZNF683             1   26688125   26701023     87      24  129118       2.5605     0.005226
LIN28A             1   26737269   26756219     84      39  129118       1.3984      0.08099
DHDDS              1   26758773   26797797    164      61  129118       1.5486      0.06074
HMGN2              1   26798902   26803133     20      13  129118       1.0255      0.15257
RPS6KA1            1   26856249   26901520    222      55  129118       1.6635     0.048106
LOC101928728       1   27018623   27022896     21      11  129118      -1.3924      0.91809
ARID1A             1   27022522   27108601    302      49  129118     -0.88443      0.81177
PIGV               1   27113739   27124894     44      23  129118     -0.49717      0.69047
ZDHHC18            1   27153201   27184092    146      45  129118    -0.096333      0.53837
SFN                1   27189633   27190947      3       2  129118      0.45828      0.32338
GPN2               1   27205872   27216869     37      16  129118     -0.29197      0.61485
GPATCH3            1   27216979   27226962     31      19  129118      0.31941      0.37471
NR0B2              1   27237975   27240567     10       6  129118     -0.79736      0.78738
NUDC               1   27248187   27273362    111      45  129118     -0.53312      0.70303
KDF1               1   27276047   27286901     40      17  129118      0.94614      0.17204
TRNP1              1   27320189   27327377     27      11  129118     -0.12614      0.55019
FAM46B             1   27331511   27339333     34      17  129118     -0.35094      0.63718
SLC9A1             1   27425300   27481621    216      62  129118     0.041969      0.48326
WDTC1              1   27561007   27635124    253      50  129118     0.095463      0.46197
TMEM222            1   27648636   27662891     79      34  129118      0.34774      0.36402
SYTL1              1   27668483   27680423     48      21  129118      -1.4286      0.92345
MAP3K6             1   27681670   27693558     49      21  129118     -0.75977       0.7763
FCN3               1   27695601   27701315     35      22  129118      -1.0424      0.85139
CD164L2            1   27705596   27709823     13       6  129118     -0.53618      0.70408
GPR3               1   27719148   27722318     10       7  129118       1.6199      0.05263
WASF2              1   27730734   27816678    352      47  129118      0.50788      0.30577
AHDC1              1   27860756   27930463    246      70  129118     -0.72794      0.76667
FGR                1   27938800   27961727    119      37  129118     -0.80493      0.78957
IFI6               1   27992572   27998724     31      12  129118     -0.79792      0.78754
FAM76A             1   28052490   28089426    164      26  129118      -1.4735      0.92969
STX12              1   28099694   28150963    216      36  129118    -0.029686      0.51184
PPP1R8             1   28157252   28178183     98      42  129118     -0.72622      0.76615
THEMIS2            1   28199055   28213196     89      26  129118     -0.65097      0.74247
RPA2               1   28218035   28241255    122      28  129118    -0.040164      0.51602
SMPDL3B            1   28261456   28285663    155      42  129118    -0.064914      0.52588
XKR8               1   28286504   28294604     40      21  129118    -0.069261      0.52761
EYA3               1   28296855   28415173    571      48  129118     -0.64905      0.74185
PTAFR              1   28473677   28520447    184      82  129118     -0.62988      0.73561
DNAJC8             1   28526789   28559542    164      34  129118      -0.5594      0.71206
ATPIF1             1   28562602   28564616     10       5  129118     -0.74014      0.77039
SESN2              1   28585963   28609002    116      41  129118    -0.067255      0.52681
MED18              1   28655513   28662478     27      18  129118      -1.6556       0.9511
PHACTR4            1   28696093   28826881    658      32  129118      -1.9426      0.97397
RCC1               1   28832455   28865708    158      46  129118       -1.177       0.8804
TRNAU1AP           1   28879529   28905057     98      32  129118      -1.4121      0.92105
RAB42              1   28918712   28921098     10       6  129118       2.0579       0.0198
TAF12              1   28929608   28975416    206      64  129118      0.49346      0.31085
GMEB1              1   28995234   29042115    187      49  129118       1.1673      0.12154
YTHDF2             1   29063133   29096287    146      43  129118      0.97008        0.166
OPRD1              1   29138654   29190208    312      50  129118      -1.4363      0.92454
EPB41              1   29213603   29446558   1009      72  129118      0.84714      0.19846
TMEM200B           1   29445937   29450421     24      13  129118      0.84439      0.19923
SRSF4              1   29474250   29508637    148      53  129118       1.7155     0.043128
MECR               1   29519385   29557460    190      52  129118       1.5516     0.060382
PTPRU              1   29563028   29653325    430      76  129118       1.5421     0.061526
MATN1              1   31184124   31196432     57      14  129118     -0.49383      0.68929
LAPTM5             1   31205315   31230683    162      66  129118      0.31415       0.3767
SDC3               1   31342313   31381480    195      79  129118      0.29161      0.38529
PUM1               1   31404353   31538838    597      57  129118       1.6247      0.05211
NKAIN1             1   31652592   31712734    409      41  129118      0.49942      0.30874
SNRNP40            1   31732415   31769644    196      30  129118        1.637     0.050811
ZCCHC17            1   31769832   31838569    326      33  129118       1.6081     0.053906
FABP3              1   31838100   31845923     39      22  129118       1.8184     0.034501
SERINC2            1   31882412   31907527    131      27  129118       1.8329      0.03341
TINAGL1            1   32042086   32053290     35      26  129118      0.91988      0.17882
HCRTR1             1   32083290   32093214     49      15  129118      0.55393      0.28981
PEF1               1   32095463   32110838     54      17  129118      0.90589       0.1825
COL16A1            1   32117848   32169768    257      68  129118     -0.43747      0.66912
ADGRB2             1   32192718   32230494    155      39  129118       0.1853       0.4265
SPOCD1             1   32256023   32281630    123      38  129118       0.4876      0.31292
PTP4A2             1   32372022   32403988    152      31  129118     -0.17792      0.57061
KHDRBS1            1   32479295   32526460    139      89  129118     -0.10276      0.54092
TMEM39B            1   32538503   32568467    104      35  129118    -0.027067       0.5108
KPNA6              1   32573644   32642169    215      66  129118      -0.3861      0.65029
TXLNA              1   32645293   32663886     68      35  129118      -2.0849      0.98146
CCDC28B            1   32666202   32670991     14      10  129118      0.23178      0.40836
IQCC               1   32671236   32674288     17       9  129118     0.036608       0.4854
