GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
TNFRSF14           1    2487291    2495268     40      15  108197       0.7088      0.23922
FAM213B            1    2517899    2522908     33      21  108197    -0.030659      0.51223
MMEL1              1    2522078    2564499    279      29  108197      0.20632      0.41827
TTC34              1    2572807    2706230    193      52  108197       1.3588     0.087105
ACTRT2             1    2938046    2939467      8       5  108197       1.7376     0.041139
PRDM16             1    2985565    3355185   2949     297  108197       1.1731      0.12038
ARHGEF16           1    3371147    3397677    189      41  108197        -1.51      0.93448
MEGF6              1    3404506    3528059    940     136  108197      -0.4381      0.66934
TPRG1L             1    3541556    3546695     26      10  108197        1.393     0.081816
WRAP73             1    3547331    3566671    109      36  108197      0.20833      0.41748
TP73               1    3569129    3652765    551      97  108197      0.88374      0.18842
CCDC27             1    3668965    3688209    147      51  108197      0.40982      0.34097
SMIM1              1    3689352    3692546     21      12  108197      -1.7603      0.96082
LRRC47             1    3696784    3713068    131      33  108197      -1.0602      0.85548
CEP104             1    3728645    3773797    415      32  108197     -0.95473      0.83014
DFFB               1    3773845    3801993    273      47  108197      -0.7807      0.78251
C1orf174           1    3805697    3816857     81      22  108197     -0.17528      0.56957
AJAP1              1    4715105    4843851   1026     122  108197     -0.67865      0.75132
NPHP4              1    5922870    6052618    843      55  108197     -0.39743      0.65447
KCNAB2             1    6052358    6161253    655     115  108197       1.5728     0.057882
CHD5               1    6161847    6240194    537      78  108197       1.4441     0.074361
RPL22              1    6245080    6259679     62      19  108197      0.60537      0.27247
RNF207             1    6266189    6281359     86      24  108197       1.0127      0.15561
ICMT               1    6281253    6296044     79      25  108197         1.18      0.11901
HES3               1    6304252    6305638      8       4  108197     -0.73375      0.76845
GPR153             1    6307406    6321035     82      18  108197      0.49118      0.31165
ACOT7              1    6324332    6453826    845      60  108197      0.41745      0.33817
HES2               1    6475292    6484724     47      15  108197     0.029355      0.48829
ESPN               1    6484836    6521004    184      36  108197      0.51766      0.30235
TNFRSF25           1    6520787    6527432     43      19  108197     -0.36372      0.64197
PLEKHG5            1    6526152    6580121    333      71  108197     -0.34653      0.63553
NOL9               1    6581407    6614658    213      22  108197     0.025162      0.48996
TAS1R1             1    6614987    6639817    152      38  108197      0.70837      0.23936
ZBTB48             1    6640051    6649340     29      20  108197     -0.88576      0.81213
KLHL21             1    6650784    6662958     67      29  108197      0.53861      0.29508
PHF13              1    6673756    6684093     43      16  108197      0.46068      0.32251
THAP3              1    6684925    6695646     58      19  108197       1.3222     0.093051
DNAJC11            1    6694228    6761966    326      53  108197     0.055922       0.4777
CAMTA1             1    6845384    7829766   5369     374  108197     0.043662      0.48259
VAMP3              1    7831329    7841492     55      19  108197      0.52341      0.30035
PER3               1    7844413    7905241    346      43  108197     -0.30928      0.62145
UTS2               1    7907672    7913551     35      15  108197     -0.27655      0.60894
TNFRSF9            1    7975931    8003225    114      29  108197      0.45575      0.32429
PARK7              1    8021714    8045342    144      44  108197       1.1428      0.12656
ERRFI1             1    8071779    8086393     56      22  108197       1.0832      0.13935
SLC45A1            1    8378171    8404227    160      42  108197     -0.42996      0.66639
RERE               1    8412464    8877699   1675      72  108197       1.1266      0.12996
ENO1               1    8921059    8939151     68      27  108197     -0.92834      0.82338
CA6                1    9005893    9035151    208      56  108197       1.2755      0.10106
SLC2A7             1    9063359    9086404    152      62  108197       1.2737      0.10139
SLC2A5             1    9097005    9131763    191      44  108197     -0.63975      0.73883
GPR157             1    9163472    9189229    118      33  108197     -0.58265      0.71994
H6PD               1    9294822    9331396    233      67  108197     -0.60565      0.72763
SPSB1              1    9335202    9429591    717     127  108197      0.80949      0.20912
SLC25A33           1    9599528    9642831    188      47  108197      0.52592      0.29947
TMEM201            1    9648932    9674935    144      47  108197    -0.073702      0.52938
PIK3CD             1    9711789    9789172    432      91  108197      0.14058       0.4441
CLSTN1             1    9789079    9884550    566      36  108197      0.98536      0.16222
CTNNBIP1           1    9908334    9970316    307      56  108197       1.5793     0.057134
LZIC               1    9982168   10003460     89      31  108197      0.67687      0.24924
NMNAT1             1   10003486   10045556    173      47  108197     -0.20232      0.58016
RBP7               1   10057255   10076078     72      17  108197     -0.96406      0.83249
UBE4B              1   10093041   10241297    689      64  108197     -0.39574      0.65385
KIF1B              1   10270606   10441664    908      41  108197     -0.42548      0.66476
PGD                1   10458884   10480565    105      29  108197     -0.44709      0.67259
APITD1             1   10489944   10510239    107      29  108197      -1.5399      0.93821
APITD1-CORT        1   10490159   10512060    111      29  108197      -1.2238      0.88948
CORT               1   10509776   10512060      8       3  108197      0.57109      0.28397
DFFA               1   10520588   10532613     66      31  108197     -0.58146      0.71953
PEX14              1   10535003   10690815    712      88  108197     -0.15143      0.56018
CASZ1              1   10696661   10856733    931     176  108197       1.3964     0.081295
C1orf127           1   11006530   11042094    248      54  108197       1.1443      0.12624
TARDBP             1   11072462   11085549     60      23  108197      -2.1343      0.98359
MASP2              1   11086580   11107296    118      28  108197     -0.15801      0.56277
SRM                1   11114649   11120091     19      10  108197      -0.2995      0.61772
EXOSC10            1   11126675   11159961    171      23  108197     -0.84008      0.79957
MTOR               1   11166588   11322614    664      36  108197      -1.2821      0.90009
ANGPTL7            1   11249346   11256038     30      10  108197      -1.2461      0.89363
UBIAD1             1   11333255   11348491     48      15  108197      0.26022      0.39735
PTCHD2             1   11539295   11597640    278      34  108197      0.66166      0.25409
FBXO2              1   11707924   11714888     44      28  108197      0.82798      0.20384
FBXO44             1   11714432   11723384     45      21  108197     -0.51065       0.6952
FBXO6              1   11724150   11734411     70      29  108197     0.011952      0.49523
MAD2L2             1   11734537   11751678    117      34  108197      -1.1544      0.87582
DRAXIN             1   11751781   11780336    163      48  108197       1.3937     0.081702
AGTRAP             1   11796142   11810828     69      22  108197      0.61276      0.27002
C1orf167           1   11823827   11849642    213      24  108197     -0.21169      0.58383
MTHFR              1   11845787   11866160    126      26  108197      0.36678      0.35689
CLCN6              1   11866153   11903201    317      33  108197      0.91004       0.1814
NPPA               1   11905766   11907840     17       7  108197     -0.40143      0.65595
NPPB               1   11917521   11918992      6       4  108197      0.17908      0.42894
KIAA2013           1   11979645   11986485     34      16  108197      0.36667      0.35693
PLOD1              1   11994724   12035599    230      43  108197      0.82972      0.20335
MFN2               1   12040238   12073572    184      41  108197      0.51501      0.30327
MIIP               1   12079299   12092106     59      25  108197     -0.28259      0.61125
TNFRSF8            1   12123434   12204264    469      88  108197      -1.3927      0.91814
TNFRSF1B           1   12227044   12269279    244      55  108197     -0.25506      0.60066
VPS13D             1   12290101   12572099   1120      75  108197      0.48874      0.31251
DHRS3              1   12627939   12677820    306      70  108197      0.11381      0.45469
AADACL4            1   12704566   12727097    132      30  108197      0.32153       0.3739
AADACL3            1   12776118   12788726     89      24  108197      -0.7625      0.77712
C1orf158           1   12806163   12821102     92      20  108197     -0.92579      0.82272
PRAMEF12           1   12834984   12838049     18      10  108197      0.69313      0.24411
PRAMEF1            1   12851546   12856777     18      10  108197       0.3556      0.36107
PRAMEF11           1   12884468   12891264     33      13  108197     -0.99035        0.839
HNRNPCL1           1   12907261   12908578      5       3  108197      -2.0688      0.98072
PRAMEF2            1   12916941   12921764     28      10  108197       -2.152       0.9843
PRAMEF4            1   12939033   12946025     14      10  108197     -0.48084      0.68469
PRAMEF10           1   12952727   12958094      4       2  108197     -0.39966       0.6553
PRAMEF6            1   12998302   13007406      1       1  108197      -1.8504      0.96787
HNRNPCL2           1   13182960   13184326      9       6  108197      0.97774       0.1641
LOC391003          1   13474053   13477569      1       1  108197      0.21974      0.41304
PRAMEF17           1   13716088   13719064      3       2  108197     0.061841      0.47534
LRRC38             1   13801445   13840242    303      69  108197       0.1157      0.45395
PDPN               1   13910252   13944452    227      68  108197       -1.451      0.92662
PRDM2              1   14026714   14151574    700      81  108197       -0.219      0.58667
KAZN               1   14219646   15444544   8321     483  108197     -0.31523      0.62371
TMEM51             1   15479028   15546974    525      52  108197      0.20099      0.42035
C1orf195           1   15490692   15498120     44      15  108197       1.4097     0.079318
FHAD1              1   15573730   15724767    891     128  108197       1.9845     0.023602
EFHD2              1   15736391   15756839    145      43  108197     0.038073      0.48481
CTRC               1   15764938   15773153     43      20  108197    -0.035566      0.51419
CELA2A             1   15783223   15798586     98      25  108197    -0.073387      0.52925
CELA2B             1   15802596   15817895    107      26  108197      0.46119      0.32233
CASP9              1   15817896   15851407    209      27  108197     -0.42204       0.6635
DNAJC16            1   15853343   15898228    185      31  108197     -0.75036      0.77348
AGMAT              1   15898194   15911605     80      17  108197     -0.45706      0.67619
DDI2               1   15943953   15995539    214      29  108197      0.26108      0.39702
RSC1A1             1   15986364   15988217      8       5  108197      0.42118      0.33681
PLEKHM2            1   16010632   16061264    269      33  108197      0.38921      0.34856
SLC25A34           1   16062721   16067884     22      12  108197     -0.47358       0.6821
TMEM82             1   16068987   16074292     35      14  108197     -0.51119      0.69539
FBLIM1             1   16083107   16113089    163      39  108197      0.17856      0.42914
UQCRHL             1   16133657   16134194      5       2  108197       1.2385      0.10777
SPEN               1   16174359   16266951    382      59  108197        1.327     0.092258
ZBTB17             1   16268364   16302627    130      48  108197       2.0329     0.021029
TBC1D3P6           1   16302626   16323701    149      37  108197       1.8179     0.034539
C1orf64            1   16330731   16333184     25      12  108197      0.56518      0.28598
HSPB7              1   16340523   16346084     59       9  108197        2.672    0.0037705
CLCNKA             1   16348486   16360548    107      28  108197       2.2244      0.01306
CLCNKB             1   16370231   16383821    154      28  108197       1.7669     0.038619
FAM131C            1   16384264   16400127     90      19  108197       2.0783     0.018841
EPHA2              1   16450832   16482582    139      52  108197      0.52391      0.30017
ARHGEF19           1   16524599   16539104     83      18  108197     -0.32205      0.62629
ANO7P1             1   16551343   16553528     10       2  108197      0.32212      0.37368
RSG1               1   16558182   16563659     25      13  108197      0.96273      0.16784
FBXO42             1   16573339   16678965    425      39  108197      0.30248      0.38114
SZRD1              1   16693525   16724643    123      33  108197      0.64916      0.25812
SPATA21            1   16722101   16763919    233      63  108197      0.20913      0.41717
NECAP2             1   16767167   16786585     90      34  108197      0.73346      0.23164
FAM231B            1   16865561   16866198      3       2  108197      0.20758      0.41778
NBPF1              1   16888922   16940100      9       6  108197      0.24203      0.40438
CROCC              1   17248445   17299474    257      58  108197     -0.55429      0.71031
MFAP2              1   17300997   17308081     29      13  108197       1.2753       0.1011
ATP13A2            1   17312453   17338467    114      40  108197       1.4942     0.067567
SDHB               1   17345217   17380665    195      31  108197       1.5378     0.062048
PADI2              1   17393256   17445948    403      44  108197       0.9492      0.17126
PADI1              1   17531621   17572501    312      97  108197     -0.87096      0.80811
PADI3              1   17575593   17610728    277      48  108197      -1.0378      0.85033
PADI4              1   17634690   17690495    431      51  108197      0.31649      0.37581
PADI6              1   17698741   17728195    264      38  108197     -0.55363      0.71008
RCC2               1   17733251   17766250    194      59  108197     -0.35179       0.6375
ARHGEF10L          1   17846693   18024370   1078     124  108197      0.19176      0.42397
ACTL8              1   18081808   18153558    380      56  108197      0.27695      0.39091
IGSF21             1   18434240   18704977   1826     235  108197     -0.85811      0.80458
KLHDC7A            1   18807424   18812540     41      13  108197     -0.87503      0.80922
PAX7               1   18957500   19075360    749     162  108197     0.048675      0.48059
TAS1R2             1   19166093   19186155    164      38  108197       1.3438     0.089501
ALDH4A1            1   19197924   19229293    254      47  108197      -2.0773      0.98111
IFFO2              1   19230774   19282826    335      69  108197     -0.36926      0.64403
UBR4               1   19401000   19536812    556      59  108197      0.53407      0.29665
EMC1               1   19542158   19578053    177      34  108197       1.5684      0.05839
MRTO4              1   19578075   19586622     70      15  108197       1.4404     0.074874
AKR7A3             1   19609057   19615280     39      10  108197       1.1746      0.12008
AKR7A2             1   19629202   19638640     53      27  108197      -1.8645      0.96887
PQLC2              1   19638740   19658925    146      31  108197     -0.24423      0.59647
CAPZB              1   19665267   19812066    949      52  108197     -0.39078      0.65202
MINOS1             1   19923471   19956315    179      26  108197      0.60035      0.27414
MINOS1-NBL1        1   19923471   19984949    356      52  108197      0.15098         0.44
NBL1               1   19969723   19984949     88      35  108197     -0.64791      0.74148
HTR6               1   19991780   20006055     85      28  108197      0.17798      0.42937
TMCO4              1   20008706   20126424    741     112  108197     -0.17094      0.56786
RNF186             1   20140522   20141771     13       8  108197      0.57615      0.28226
OTUD3              1   20208356   20239438    139      40  108197      0.27746      0.39071
PLA2G2E            1   20246800   20250110     25      10  108197       -0.422      0.66349
PLA2G2A            1   20301924   20306932     31      18  108197     -0.97138      0.83432
PLA2G5             1   20386157   20418394    211      49  108197     -0.90231      0.81655
PLA2G2D            1   20439143   20446059     37      18  108197     0.012682      0.49494
PLA2G2F            1   20465823   20476879     53      32  108197     -0.58052      0.71922
PLA2G2C            1   20490484   20501687     58      18  108197      0.45764      0.32361
UBXN10             1   20512578   20522540     38      25  108197      0.27595      0.39129
VWA5B1             1   20617412   20681662    423      62  108197   -0.0092843       0.5037
CAMK2N1            1   20808884   20812728     12       8  108197      0.26918       0.3939
MUL1               1   20825941   20834674     50      22  108197     -0.27885      0.60982
FAM43B             1   20878932   20881513      8       4  108197    -0.096597      0.53848
CDA                1   20915444   20945401    194      44  108197     -0.25416      0.60031
PINK1              1   20959948   20978004    118      25  108197     -0.22092      0.58742
DDOST              1   20978260   20988037     53      18  108197     0.067245      0.47319
KIF17              1   20990475   21044317    385      91  108197     -0.51195      0.69566
SH2D5              1   21046225   21059133     64      23  108197     -0.19381      0.57684
HP1BP3             1   21069170   21113808    163      41  108197     -0.58539      0.72086
EIF4G3             1   21132785   21503381   1410      66  108197     -0.70377      0.75921
ECE1               1   21543740   21672034    743     105  108197       1.0496      0.14695
NBPF3              1   21766583   21811393    242      39  108197     -0.26362      0.60396
ALPL               1   21835475   21904905    478      61  108197     -0.33223      0.63014
RAP1GAP            1   21922708   21996010    417      80  108197     -0.64359      0.74008
USP48              1   22004791   22109688    596      59  108197      -1.2629      0.89669
LDLRAD2            1   22138758   22151714     90      49  108197      -1.1489      0.87469
HSPG2              1   22148737   22263750    707      96  108197      -1.4517      0.92671
CELA3B             1   22303418   22315847    107      21  108197      -1.8637      0.96882
CELA3A             1   22328149   22339035     58      18  108197     -0.15565      0.56185
CDC42              1   22379120   22419439    190      46  108197       1.2195      0.11134
WNT4               1   22443798   22470474    155      43  108197       1.1834      0.11833
ZBTB40             1   22778344   22857650    321      47  108197    -0.058407      0.52329
EPHA8              1   22890004   22930087    246      57  108197      0.93931      0.17379
C1QA               1   22963118   22966175     15      10  108197     -0.93365      0.82476
C1QC               1   22969969   22974603     30       8  108197      0.21967      0.41306
C1QB               1   22979682   22988130     48      17  108197      -0.3927      0.65273
EPHB2              1   23037263   23241823   1173     159  108197      -1.4672      0.92884
LACTBL1            1   23279536   23299524     94      34  108197      0.32903      0.37107
C1orf234           1   23337327   23342343     20       9  108197       1.0502      0.14682
KDM1A              1   23345937   23410184    212      58  108197     -0.14418      0.55732
LUZP1              1   23410516   23504301    355      57  108197     -0.62928      0.73542
HTR1D              1   23518388   23521222     15      10  108197     -0.90382      0.81696
HNRNPR             1   23635953   23671143    150      43  108197      -1.0221      0.84664
ZNF436             1   23685941   23696357     51      16  108197      0.01812      0.49277
TCEA3              1   23707555   23751269    261      46  108197      0.50027      0.30844
ASAP3              1   23755056   23810750    249      53  108197     -0.86745      0.80715
E2F2               1   23832920   23857712    112      30  108197      0.37955      0.35214
ID3                1   23884421   23886285     17       9  108197       0.9893      0.16126
RPL11              1   24018269   24022915     27      11  108197      0.85058       0.1975
TCEB3              1   24069856   24088549     73      15  108197      0.52283      0.30055
PITHD1             1   24104876   24114722     39      25  108197      0.83048      0.20313
LYPLA2             1   24117275   24122029     14       9  108197      -1.1619      0.87737
GALE               1   24122089   24127294     11       8  108197       0.1605      0.43624
HMGCL              1   24128367   24165110    123      33  108197      0.11814      0.45298
FUCA1              1   24171567   24194859     94      31  108197     -0.32757      0.62838
CNR2               1   24197005   24285549    428      44  108197     -0.82423       0.7951
PNRC2              1   24286301   24289952      5       2  108197       -1.147      0.87431
SRSF10             1   24292935   24306953      7       3  108197      0.54322      0.29349
MYOM3              1   24382531   24438665    388      54  108197      -1.1211      0.86887
IL22RA1            1   24446261   24469783    131      40  108197     -0.55861      0.71178
IFNLR1             1   24480647   24513765    242      52  108197      -1.5794      0.94288
GRHL3              1   24645812   24690972    230      71  108197     -0.75944       0.7762
STPG1              1   24683489   24741587    317      46  108197     -0.78856      0.78481
NIPAL3             1   24742245   24799473    367      52  108197     -0.54652      0.70765
RCAN3              1   24828841   24863510    190      38  108197     -0.12284      0.54888
NCMAP              1   24882567   24935819    336      51  108197     -0.72553      0.76594
SRRM1              1   24969594   24999772     93      44  108197      -1.4647      0.92849
CLIC4              1   25071760   25170815    336      59  108197       1.0419      0.14873
RUNX3              1   25226002   25291648    337      85  108197      0.87764      0.19007
SYF2               1   25548767   25559013     51      17  108197    -0.053692      0.52141
RSRP1              1   25568740   25574010     27      15  108197     -0.43767      0.66919
RHD                1   25598884   25656936    152      37  108197     -0.89598      0.81487
TMEM50A            1   25664789   25688852    104      32  108197     -0.47983      0.68432
RHCE               1   25687853   25747363    251      48  108197      0.74229      0.22896
TMEM57             1   25757388   25826700    319      38  108197       1.2492       0.1058
LDLRAP1            1   25870071   25895377    160      38  108197       0.7061      0.24006
MAN1C1             1   25943959   26111258    824      78  108197      0.17794      0.42938
SEPN1              1   26126667   26144713     97      25  108197       1.4728     0.070404
MTFR1L             1   26146397   26159433     56      11  108197      0.98421      0.16251
AUNIP              1   26158414   26185939    118      15  108197       1.1181      0.13176
PAQR7              1   26187975   26202461     56      15  108197      0.59751      0.27508
STMN1              1   26210670   26233368     65      22  108197      0.84762      0.19833
PAFAH2             1   26286258   26326366    205      39  108197      0.27937      0.38998
EXTL1              1   26348266   26362955     72      33  108197       1.2515      0.10538
SLC30A2            1   26364513   26373439     41      17  108197        1.096      0.13655
TRIM63             1   26377792   26394142     95      27  108197     -0.56164      0.71282
PDIK1L             1   26437656   26452039     72      15  108197     -0.28624      0.61265
FAM110D            1   26485511   26489119     22      13  108197      -1.0703      0.85775
ZNF593             1   26496388   26497364      6       3  108197      -0.0912      0.53633
CNKSR1             1   26503981   26516375     76      26  108197      0.33134      0.37019
CATSPER4           1   26517119   26529033    109      27  108197      0.24767       0.4022
CEP85              1   26560644   26605529    251      37  108197      0.14192      0.44357
SH3BGRL3           1   26606213   26608013     11       5  108197      0.79701      0.21272
UBXN11             1   26608773   26644756    222      33  108197       0.2657      0.39524
CD52               1   26644411   26647014     22      10  108197      0.73774      0.23034
AIM1L              1   26648350   26680621    183      43  108197     -0.74302      0.77127
ZNF683             1   26688125   26701023     85      24  108197      -1.0763      0.85911
LIN28A             1   26737269   26756219     84      39  108197     -0.28797      0.61332
DHDDS              1   26758773   26797797    162      60  108197      -0.2118      0.58387
HMGN2              1   26798902   26803133     19      12  108197     -0.73447      0.76867
RPS6KA1            1   26856249   26901520    220      54  108197     -0.44602      0.67221
LOC101928728       1   27018623   27022896     21      11  108197     -0.15826      0.56287
ARID1A             1   27022522   27108601    301      41  108197     0.054652      0.47821
PIGV               1   27113739   27124894     44      23  108197      0.53401      0.29667
ZDHHC18            1   27153201   27184092    144      44  108197     -0.40732      0.65811
SFN                1   27189633   27190947      3       2  108197       1.0785       0.1404
GPN2               1   27205872   27216869     37      16  108197     -0.85528       0.8038
GPATCH3            1   27216979   27226962     31      19  108197     -0.61625      0.73114
NR0B2              1   27237975   27240567     10       6  108197      -2.1353      0.98363
NUDC               1   27248187   27273362    112      46  108197     -0.46747      0.67992
KDF1               1   27276047   27286901     40      17  108197     -0.91813      0.82073
TRNP1              1   27320189   27327377     27      11  108197     -0.85297      0.80316
FAM46B             1   27331511   27339333     34      17  108197      -1.0058      0.84273
SLC9A1             1   27425300   27481621    216      62  108197     -0.71486      0.76265
WDTC1              1   27561007   27635124    252      50  108197      0.14235       0.4434
TMEM222            1   27648636   27662891     77      33  108197     -0.10635      0.54235
SYTL1              1   27668483   27680423     46      19  108197     -0.10563      0.54206
MAP3K6             1   27681670   27693558     49      21  108197      0.52343      0.30034
FCN3               1   27695601   27701315     35      22  108197     -0.50409       0.6929
CD164L2            1   27705596   27709823     13       6  108197      0.25217      0.40045
GPR3               1   27719148   27722318     10       7  108197       1.5471     0.060922
WASF2              1   27730734   27816678    351      47  108197      0.25491      0.39939
AHDC1              1   27860756   27930463    245      69  108197       0.2844      0.38805
FGR                1   27938800   27961727    119      37  108197     -0.28564      0.61242
IFI6               1   27992572   27998724     30      12  108197      0.20737      0.41786
FAM76A             1   28052490   28089426    162      25  108197      0.52551      0.29961
STX12              1   28099694   28150963    216      36  108197      0.10799        0.457
PPP1R8             1   28157252   28178183     96      40  108197     -0.79643      0.78711
THEMIS2            1   28199055   28213196     89      26  108197     -0.62532      0.73412
RPA2               1   28218035   28241255    122      28  108197     -0.59197      0.72307
SMPDL3B            1   28261456   28285663    153      42  108197      0.53945      0.29479
XKR8               1   28286504   28294604     39      20  108197     -0.30346      0.61923
EYA3               1   28296855   28415173    569      48  108197     -0.32209      0.62631
PTAFR              1   28473677   28520447    185      83  108197       1.2175      0.11171
DNAJC8             1   28526789   28559542    163      34  108197      0.98312      0.16277
ATPIF1             1   28562602   28564616     10       5  108197      0.90498      0.18274
SESN2              1   28585963   28609002    117      42  108197       1.1424      0.12665
MED18              1   28655513   28662478     27      18  108197      -0.7925      0.78596
PHACTR4            1   28696093   28826881    654      31  108197     -0.34188      0.63378
RCC1               1   28832455   28865708    159      46  108197      0.44337      0.32875
TRNAU1AP           1   28879529   28905057     96      31  108197      0.87102      0.19187
RAB42              1   28918712   28921098     10       6  108197     -0.32906      0.62894
TAF12              1   28929608   28975416    204      63  108197       1.7272     0.042063
GMEB1              1   28995234   29042115    187      49  108197      0.54681      0.29225
YTHDF2             1   29063133   29096287    145      43  108197       2.0336     0.020997
OPRD1              1   29138654   29190208    311      47  108197      0.49968      0.30865
EPB41              1   29213603   29446558   1005      74  108197      0.70762      0.23959
TMEM200B           1   29445937   29450421     23      12  108197      0.51274      0.30407
SRSF4              1   29474250   29508637    147      52  108197      0.27492      0.39169
MECR               1   29519385   29557460    189      51  108197     -0.32186      0.62622
PTPRU              1   29563028   29653325    428      81  108197     -0.78735      0.78446
MATN1              1   31184124   31196432     57      14  108197     -0.35811      0.63987
LAPTM5             1   31205315   31230683    162      66  108197      0.61219      0.27021
SDC3               1   31342313   31381480    194      79  108197      -1.3675      0.91426
PUM1               1   31404353   31538838    594      57  108197     -0.46252      0.67815
NKAIN1             1   31652592   31712734    404      39  108197      0.48319      0.31448
SNRNP40            1   31732415   31769644    195      30  108197      0.55168      0.29058
ZCCHC17            1   31769832   31838569    323      34  108197      0.67233      0.25069
FABP3              1   31838100   31845923     38      21  108197      -1.2207      0.88889
SERINC2            1   31882412   31907527    131      27  108197       1.0426      0.14856
TINAGL1            1   32042086   32053290     35      26  108197       1.5378     0.062043
HCRTR1             1   32083290   32093214     50      15  108197       1.3272     0.092226
PEF1               1   32095463   32110838     54      17  108197       1.0574      0.14517
COL16A1            1   32117848   32169768    257      68  108197    -0.087496      0.53486
ADGRB2             1   32192718   32230494    154      39  108197    -0.091516      0.53646
SPOCD1             1   32256023   32281630    123      38  108197     -0.31178       0.6224
PTP4A2             1   32372022   32403988    151      31  108197      0.97882      0.16383
KHDRBS1            1   32479295   32526460    137      87  108197      0.77722      0.21851
TMEM39B            1   32538503   32568467    103      34  108197     -0.29109      0.61451
KPNA6              1   32573644   32642169    213      65  108197      0.28331      0.38847
TXLNA              1   32645293   32663886     68      35  108197       0.5789      0.28133
CCDC28B            1   32666202   32670991     14      10  108197      0.27214      0.39276
IQCC               1   32671236   32674288     17       9  108197      0.36081      0.35912
DCDC2B             1   32674695   32681797     38      26  108197     -0.95339       0.8298
