GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
CDK11B             1    1571100    1590473     36      13  121312     0.098674       0.4607
SLC35E2B           1    1591486    1624243    116      41  121312      0.42782      0.33439
CDK11A             1    1633822    1655999     80      15  121312     0.017688      0.49294
SLC35E2            1    1656277    1677438     88      34  121312      -1.4095      0.92066
NADK               1    1682671    1711508    149      38  121312     -0.65128      0.74257
GNB1               1    1716725    1822552    447      79  121312     -0.28211      0.61107
CALML6             1    1846266    1848733     16       6  121312      0.84144      0.20005
TMEM52             1    1849029    1850740      9       4  121312    -0.019599      0.50782
CFAP74             1    1853390    1935276    615      70  121312        1.253       0.1051
GABRD              1    1950768    1962192     65      24  121312     0.045315      0.48193
PRKCZ              1    1981909    2116834    937      90  121312      -0.3911      0.65214
LOC100506504       1    2113250    2115812     14      10  121312      0.83899      0.20074
C1orf86            1    2115899    2144159    124      47  121312       1.0915      0.13752
SKI                1    2160134    2241652    501     116  121312    -0.065354      0.52605
MORN1              1    2251719    2323190    526      89  121312      0.96883      0.16631
RER1               1    2323214    2336883     77      35  121312     -0.93201      0.82433
PEX10              1    2336241    2344010     51      25  121312      0.31401      0.37676
PLCH2              1    2407754    2436964    194      60  121312      0.74439      0.22832
PANK4              1    2439975    2458061    126      36  121312     -0.33488      0.63114
HES5               1    2460184    2461684      8       6  121312     -0.58688      0.72136
TNFRSF14           1    2487291    2495268     40      15  121312     0.026207      0.48955
FAM213B            1    2517899    2522908     33      21  121312      0.41884      0.33767
MMEL1              1    2522078    2564499    281      29  121312      0.52869      0.29851
TTC34              1    2572807    2706230    197      53  121312       1.1402       0.1271
ACTRT2             1    2938046    2939467      8       5  121312        1.675     0.046963
PRDM16             1    2985565    3355185   2956     318  121312      0.27481      0.39173
ARHGEF16           1    3371147    3397677    192      42  121312      0.54434      0.29311
MEGF6              1    3404506    3528059    946     136  121312      0.97518      0.16474
TPRG1L             1    3541556    3546695     26      10  121312      -0.6953      0.75657
WRAP73             1    3547331    3566671    110      36  121312      0.31707      0.37559
TP73               1    3569129    3652765    558     116  121312       3.2388   0.00060023
CCDC27             1    3668965    3688209    146      51  121312     -0.43983      0.66997
SMIM1              1    3689352    3692546     21      12  121312       1.1683      0.12134
LRRC47             1    3696784    3713068    131      33  121312      0.52526       0.2997
CEP104             1    3728645    3773797    418      35  121312       1.6243     0.052153
DFFB               1    3773845    3801993    275      47  121312    -0.028212      0.51125
C1orf174           1    3805697    3816857     81      22  121312      -1.5704      0.94184
AJAP1              1    4715105    4843851   1027     124  121312      0.45004      0.32634
NPHP4              1    5922870    6052618    842      55  121312      -0.3124      0.62263
KCNAB2             1    6052358    6161253    658     113  121312        0.167      0.43369
CHD5               1    6161847    6240194    541      80  121312      0.12618       0.4498
RPL22              1    6245080    6259679     62      19  121312       1.3737     0.084766
RNF207             1    6266189    6281359     84      23  121312     -0.72171      0.76476
ICMT               1    6281253    6296044     79      25  121312     -0.65841      0.74486
HES3               1    6304252    6305638      8       4  121312    -0.029557      0.51179
GPR153             1    6307406    6321035     81      17  121312    -0.072993      0.52909
ACOT7              1    6324332    6453826    848      60  121312     -0.46803      0.68012
HES2               1    6475292    6484724     49      16  121312       -1.288      0.90112
ESPN               1    6484836    6521004    186      36  121312     -0.95931       0.8313
TNFRSF25           1    6520787    6527432     43      19  121312     -0.88469      0.81184
PLEKHG5            1    6526152    6580121    336      76  121312      0.31686      0.37567
NOL9               1    6581407    6614658    215      23  121312      0.64474      0.25955
TAS1R1             1    6614987    6639817    154      39  121312      0.68611      0.24632
ZBTB48             1    6640051    6649340     30      20  121312       1.0047      0.15752
KLHL21             1    6650784    6662958     67      29  121312     -0.97039      0.83407
PHF13              1    6673756    6684093     44      17  121312     -0.60728      0.72817
THAP3              1    6684925    6695646     58      19  121312     -0.64638      0.74098
DNAJC11            1    6694228    6761966    326      53  121312      -1.1271      0.87014
CAMTA1             1    6845384    7829766   5379     375  121312     0.057587      0.47704
VAMP3              1    7831329    7841492     55      19  121312     -0.14886      0.55917
PER3               1    7844413    7905241    347      47  121312      -1.0755      0.85892
UTS2               1    7907672    7913551     35      15  121312     -0.79426      0.78648
TNFRSF9            1    7975931    8003225    115      29  121312      0.86564      0.19334
PARK7              1    8021714    8045342    145      44  121312   -0.0084008      0.50335
ERRFI1             1    8071779    8086393     57      23  121312       0.2929       0.3848
SLC45A1            1    8378171    8404227    163      43  121312      0.52744      0.29894
RERE               1    8412464    8877699   1692      74  121312       1.8935     0.029145
ENO1               1    8921059    8939151     68      27  121312       2.1116     0.017361
CA6                1    9005893    9035151    209      56  121312     -0.16578      0.56584
SLC2A7             1    9063359    9086404    152      62  121312       1.3788      0.08398
SLC2A5             1    9097005    9131763    191      44  121312       2.2272     0.012968
GPR157             1    9163472    9189229    119      33  121312       1.1314      0.12895
H6PD               1    9294822    9331396    234      68  121312     -0.19754       0.5783
SPSB1              1    9335202    9429591    716     130  121312      -1.0373       0.8502
SLC25A33           1    9599528    9642831    189      47  121312     -0.11921      0.54745
TMEM201            1    9648932    9674935    144      47  121312    -0.091381      0.53641
PIK3CD             1    9711789    9789172    432      91  121312      0.34776      0.36401
CLSTN1             1    9789079    9884550    571      38  121312       1.0252      0.15263
CTNNBIP1           1    9908334    9970316    309      56  121312       0.1874      0.42567
LZIC               1    9982168   10003460     89      31  121312      0.64187      0.26048
NMNAT1             1   10003486   10045556    173      47  121312     -0.83489      0.79811
RBP7               1   10057255   10076078     72      17  121312      0.37513      0.35378
UBE4B              1   10093041   10241297    692      60  121312      0.48258       0.3147
KIF1B              1   10270606   10441664    911      41  121312       1.2408      0.10735
PGD                1   10458884   10480565    105      29  121312       1.7439     0.040588
APITD1             1   10489944   10510239    107      29  121312      0.71799      0.23638
APITD1-CORT        1   10490159   10512060    111      29  121312      0.59503      0.27591
CORT               1   10509776   10512060      8       3  121312     -0.65694      0.74439
DFFA               1   10520588   10532613     66      31  121312       1.3341     0.091084
PEX14              1   10535003   10690815    714      87  121312      0.65201       0.2572
CASZ1              1   10696661   10856733    934     168  121312     -0.61046      0.72922
C1orf127           1   11006530   11042094    251      56  121312      0.53701      0.29563
TARDBP             1   11072462   11085549     61      23  121312     -0.61694      0.73136
MASP2              1   11086580   11107296    120      29  121312      0.50193      0.30786
SRM                1   11114649   11120091     21      11  121312     0.097482      0.46117
EXOSC10            1   11126675   11159961    171      23  121312      -1.8522        0.968
MTOR               1   11166588   11322614    668      39  121312     -0.59382      0.72368
ANGPTL7            1   11249346   11256038     31      10  121312     -0.76027      0.77645
UBIAD1             1   11333255   11348491     49      15  121312      0.66421      0.25328
PTCHD2             1   11539295   11597640    278      34  121312     -0.32306      0.62667
FBXO2              1   11707924   11714888     44      28  121312      0.20096      0.42037
FBXO44             1   11714432   11723384     45      21  121312      -1.1832      0.88164
FBXO6              1   11724150   11734411     70      29  121312     -0.56781      0.71492
MAD2L2             1   11734537   11751678    118      34  121312     -0.98354      0.83733
DRAXIN             1   11751781   11780336    163      48  121312    -0.038334      0.51529
AGTRAP             1   11796142   11810828     69      22  121312      -0.3545      0.63852
C1orf167           1   11823827   11849642    214      24  121312      -1.3776      0.91584
MTHFR              1   11845787   11866160    128      27  121312     -0.72411       0.7655
CLCN6              1   11866153   11903201    319      33  121312       -1.885      0.97029
NPPA               1   11905766   11907840     17       7  121312      -1.8995      0.97125
NPPB               1   11917521   11918992      6       4  121312      0.49221      0.31129
KIAA2013           1   11979645   11986485     34      16  121312     0.001381      0.49945
PLOD1              1   11994724   12035599    230      43  121312      -1.5762      0.94251
MFN2               1   12040238   12073572    184      41  121312      -2.4506      0.99287
MIIP               1   12079299   12092106     59      25  121312     -0.42485      0.66453
TNFRSF8            1   12123434   12204264    473      88  121312       2.6673    0.0038232
TNFRSF1B           1   12227044   12269279    244      55  121312       1.4902      0.06808
VPS13D             1   12290101   12572099   1127      82  121312      -1.2301      0.89067
DHRS3              1   12627939   12677820    311      76  121312      0.17313      0.43128
AADACL4            1   12704566   12727097    133      30  121312        1.042       0.1487
AADACL3            1   12776118   12788726     91      25  121312       1.6889      0.04562
C1orf158           1   12806163   12821102     92      20  121312      0.29438      0.38423
PRAMEF12           1   12834984   12838049     18      10  121312       0.1693      0.43278
PRAMEF1            1   12851546   12856777     18      10  121312      0.71951      0.23591
PRAMEF11           1   12884468   12891264     33      13  121312       1.1064      0.13428
HNRNPCL1           1   12907261   12908578      5       3  121312      0.45745      0.32367
PRAMEF2            1   12916941   12921764     29      11  121312     -0.25592      0.60099
PRAMEF4            1   12939033   12946025     14      10  121312     -0.97315      0.83476
PRAMEF10           1   12952727   12958094      4       2  121312    -0.011019       0.5044
PRAMEF6            1   12998302   13007406      1       1  121312      0.16697      0.43369
HNRNPCL2           1   13182960   13184326      9       6  121312      -1.0546       0.8542
LOC391003          1   13474053   13477569      1       1  121312      -1.0299      0.84847
PRAMEF17           1   13716088   13719064      4       2  121312     0.073413      0.47074
LRRC38             1   13801445   13840242    304      73  121312     -0.75502      0.77488
PDPN               1   13910252   13944452    228      69  121312        1.605     0.054252
PRDM2              1   14026714   14151574    703      64  121312     -0.11588      0.54613
KAZN               1   14219646   15444544   8349     502  121312      0.99366      0.16019
TMEM51             1   15479028   15546974    524      49  121312       1.5951      0.05534
C1orf195           1   15490692   15498120     43      14  121312      0.92584      0.17726
FHAD1              1   15573730   15724767    894     131  121312      0.95276      0.17036
EFHD2              1   15736391   15756839    146      44  121312      0.29188      0.38519
CTRC               1   15764938   15773153     43      20  121312     -0.16006      0.56358
CELA2A             1   15783223   15798586     98      25  121312      0.62439      0.26619
CELA2B             1   15802596   15817895    107      26  121312      -0.6915      0.75537
CASP9              1   15817896   15851407    210      28  121312      -1.5828      0.94327
DNAJC16            1   15853343   15898228    189      32  121312      -1.5678      0.94154
AGMAT              1   15898194   15911605     80      17  121312       -1.274      0.89866
DDI2               1   15943953   15995539    214      29  121312     -0.94096      0.82664
RSC1A1             1   15986364   15988217      8       5  121312     -0.18572      0.57367
PLEKHM2            1   16010632   16061264    270      33  121312     -0.69942      0.75786
SLC25A34           1   16062721   16067884     22      12  121312      -0.5897       0.7223
TMEM82             1   16068987   16074292     36      15  121312      0.94131      0.17327
FBLIM1             1   16083107   16113089    165      40  121312       1.6364     0.050879
UQCRHL             1   16133657   16134194      5       2  121312     -0.65272      0.74303
SPEN               1   16174359   16266951    383      59  121312      0.63056      0.26417
ZBTB17             1   16268364   16302627    131      49  121312       1.0944      0.13689
TBC1D3P6           1   16302626   16323701    151      38  121312      0.57779       0.2817
C1orf64            1   16330731   16333184     25      12  121312       1.7035     0.044235
HSPB7              1   16340523   16346084     59       9  121312       1.4112     0.079099
CLCNKA             1   16348486   16360548    106      28  121312      0.91803       0.1793
CLCNKB             1   16370231   16383821    153      28  121312      -1.8449      0.96747
FAM131C            1   16384264   16400127     91      19  121312     -0.25539      0.60079
EPHA2              1   16450832   16482582    138      51  121312     -0.13041      0.55188
ARHGEF19           1   16524599   16539104     83      18  121312    -0.059241      0.52362
ANO7P1             1   16551343   16553528     10       2  121312      0.17356      0.43111
RSG1               1   16558182   16563659     25      13  121312      0.20828      0.41751
FBXO42             1   16573339   16678965    430      37  121312      -1.3096      0.90483
SZRD1              1   16693525   16724643    124      33  121312      -1.7562      0.96047
SPATA21            1   16722101   16763919    233      63  121312      -1.7055      0.95594
NECAP2             1   16767167   16786585     91      35  121312      -1.6256      0.94799
FAM231B            1   16865561   16866198      3       2  121312      -1.0736      0.85849
NBPF1              1   16888922   16940100      9       6  121312       1.2037      0.11435
MST1L              1   17081129   17090975      1       1  121312       1.9117     0.027957
CROCC              1   17248445   17299474    261      59  121312       1.5611     0.059253
MFAP2              1   17300997   17308081     29      13  121312      0.54615      0.29248
ATP13A2            1   17312453   17338467    115      40  121312       2.3299    0.0099048
SDHB               1   17345217   17380665    197      32  121312      0.91115      0.18111
PADI2              1   17393256   17445948    404      45  121312      0.15701      0.43762
PADI1              1   17531621   17572501    313      93  121312       1.2164      0.11192
PADI3              1   17575593   17610728    277      48  121312   -0.0064747      0.50258
PADI4              1   17634690   17690495    431      51  121312      -1.1087      0.86622
PADI6              1   17698741   17728195    263      37  121312     -0.52989      0.70191
RCC2               1   17733251   17766250    194      59  121312      0.82355       0.2051
ARHGEF10L          1   17846693   18024370   1078     123  121312     0.022187      0.49115
ACTL8              1   18081808   18153558    380      56  121312      -1.2734      0.89856
IGSF21             1   18434240   18704977   1833     241  121312      0.71897      0.23608
KLHDC7A            1   18807424   18812540     41      13  121312      -1.1766      0.88032
PAX7               1   18957500   19075360    751     171  121312     -0.11986       0.5477
TAS1R2             1   19166093   19186155    164      38  121312       0.3676      0.35658
ALDH4A1            1   19197924   19229293    254      47  121312     -0.19984       0.5792
IFFO2              1   19230774   19282826    336      69  121312      0.26791      0.39438
UBR4               1   19401000   19536812    555      48  121312     0.065358      0.47394
EMC1               1   19542158   19578053    178      35  121312     -0.87139      0.80823
MRTO4              1   19578075   19586622     70      15  121312     -0.44494      0.67182
AKR7A3             1   19609057   19615280     39      10  121312      0.38407      0.35046
AKR7A2             1   19629202   19638640     53      27  121312      -1.5935      0.94448
PQLC2              1   19638740   19658925    145      30  121312     -0.43914      0.66972
CAPZB              1   19665267   19812066    949      52  121312      -0.5904      0.72254
MINOS1             1   19923471   19956315    179      26  121312       1.2831     0.099721
MINOS1-NBL1        1   19923471   19984949    356      52  121312       1.4443      0.07433
NBL1               1   19969723   19984949     88      35  121312       1.0532      0.14611
HTR6               1   19991780   20006055     87      29  121312     0.078893      0.46856
TMCO4              1   20008706   20126424    742     110  121312       0.6277       0.2651
RNF186             1   20140522   20141771     13       8  121312      -1.0475      0.85258
OTUD3              1   20208356   20239438    139      40  121312      0.13713      0.44546
PLA2G2E            1   20246800   20250110     25      10  121312    -0.019347      0.50772
PLA2G2A            1   20301924   20306932     31      18  121312       1.8525      0.03198
PLA2G5             1   20386157   20418394    211      49  121312     -0.61237      0.72985
PLA2G2D            1   20439143   20446059     38      19  121312      0.87046      0.19202
PLA2G2F            1   20465823   20476879     54      33  121312       1.1893      0.11716
PLA2G2C            1   20490484   20501687     58      18  121312       1.4285     0.076571
UBXN10             1   20512578   20522540     38      25  121312     -0.81714      0.79308
VWA5B1             1   20617412   20681662    423      64  121312       1.2266      0.10999
CAMK2N1            1   20808884   20812728     12       8  121312     -0.33869      0.63258
MUL1               1   20825941   20834674     50      22  121312      0.53913       0.2949
FAM43B             1   20878932   20881513      8       4  121312    -0.090563      0.53608
CDA                1   20915444   20945401    194      44  121312       1.1754      0.11992
PINK1              1   20959948   20978004    119      25  121312        1.916     0.027681
DDOST              1   20978260   20988037     54      19  121312         1.21      0.11314
KIF17              1   20990475   21044317    390      99  121312    -0.037274      0.51487
SH2D5              1   21046225   21059133     63      23  121312      0.20151      0.42015
HP1BP3             1   21069170   21113808    165      42  121312      0.45209       0.3256
EIF4G3             1   21132785   21503381   1410      66  121312      0.16762      0.43344
ECE1               1   21543740   21672034    746      98  121312   -0.0059295      0.50237
NBPF3              1   21766583   21811393    242      39  121312      0.78978      0.21483
ALPL               1   21835475   21904905    478      61  121312      0.48061       0.3154
RAP1GAP            1   21922708   21996010    419      80  121312       1.9585     0.025084
USP48              1   22004791   22109688    598      62  121312      -0.8129      0.79186
LDLRAD2            1   22138758   22151714     90      49  121312     -0.40319       0.6566
HSPG2              1   22148737   22263750    706     100  121312     -0.23779      0.59398
CELA3B             1   22303418   22315847    107      21  121312     -0.29995      0.61789
CELA3A             1   22328149   22339035     58      18  121312     0.093267      0.46285
CDC42              1   22379120   22419439    191      46  121312       1.3237     0.092801
WNT4               1   22443798   22470474    156      43  121312       2.4305     0.007539
ZBTB40             1   22778344   22857650    323      49  121312     -0.86827      0.80738
EPHA8              1   22890004   22930087    246      57  121312      -1.3143      0.90564
C1QA               1   22963118   22966175     15      10  121312      0.31135      0.37777
C1QC               1   22969969   22974603     30       8  121312      0.18848      0.42525
C1QB               1   22979682   22988130     49      18  121312      0.18893      0.42507
EPHB2              1   23037263   23241823   1175     160  121312       1.3137     0.094478
LACTBL1            1   23279536   23299524     94      34  121312      0.75019      0.22657
C1orf234           1   23337327   23342343     20       9  121312       1.6811     0.046374
KDM1A              1   23345937   23410184    214      58  121312       1.6235     0.052241
LUZP1              1   23410516   23504301    355      57  121312       1.1983      0.11539
HTR1D              1   23518388   23521222     15      10  121312       1.0497      0.14694
HNRNPR             1   23635953   23671143    152      44  121312      0.30142      0.38155
ZNF436             1   23685941   23696357     50      16  121312      0.91139      0.18104
TCEA3              1   23707555   23751269    265      54  121312       1.7855     0.037093
ASAP3              1   23755056   23810750    249      53  121312       2.0261     0.021379
E2F2               1   23832920   23857712    113      31  121312      0.46028      0.32266
ID3                1   23884421   23886285     16       9  121312     -0.12633      0.55027
RPL11              1   24018269   24022915     27      11  121312     -0.55331      0.70998
TCEB3              1   24069856   24088549     73      15  121312     -0.27231      0.60731
PITHD1             1   24104876   24114722     39      25  121312      0.68435      0.24688
LYPLA2             1   24117275   24122029     14       9  121312     -0.56455      0.71381
GALE               1   24122089   24127294     11       8  121312      -0.6974      0.75722
HMGCL              1   24128367   24165110    123      33  121312        1.319      0.09358
FUCA1              1   24171567   24194859     94      31  121312      0.98914       0.1613
CNR2               1   24197005   24285549    428      43  121312      0.69166      0.24458
PNRC2              1   24286301   24289952      5       2  121312       1.3336     0.091169
SRSF10             1   24292935   24306953      7       3  121312      0.16306      0.43523
MYOM3              1   24382531   24438665    389      61  121312      0.76965      0.22075
IL22RA1            1   24446261   24469783    133      41  121312     -0.12547      0.54993
IFNLR1             1   24480647   24513765    244      53  121312       1.0692      0.14249
GRHL3              1   24645812   24690972    230      71  121312     -0.90781      0.81801
STPG1              1   24683489   24741587    317      46  121312     -0.47333      0.68201
NIPAL3             1   24742245   24799473    367      52  121312      0.19434      0.42295
RCAN3              1   24828841   24863510    190      38  121312    0.0036091      0.49856
NCMAP              1   24882567   24935819    337      49  121312      0.84805       0.1982
SRRM1              1   24969594   24999772     94      45  121312      0.34721      0.36422
CLIC4              1   25071760   25170815    335      58  121312    -0.035559      0.51418
RUNX3              1   25226002   25291648    340      92  121312     0.041115       0.4836
SYF2               1   25548767   25559013     53      18  121312      0.86194      0.19436
RSRP1              1   25568740   25574010     27      15  121312     -0.63845      0.73841
RHD                1   25598884   25656936    151      36  121312      -1.0285      0.84815
TMEM50A            1   25664789   25688852    104      32  121312      -1.7458      0.95957
RHCE               1   25687853   25747363    253      39  121312     -0.86169      0.80557
TMEM57             1   25757388   25826700    317      39  121312      0.14397      0.44276
LDLRAP1            1   25870071   25895377    160      38  121312     0.080072      0.46809
MAN1C1             1   25943959   26111258    827      73  121312      0.63747      0.26191
SEPN1              1   26126667   26144713     99      26  121312     0.073082      0.47087
MTFR1L             1   26146397   26159433     56      11  121312     -0.17203      0.56829
AUNIP              1   26158414   26185939    119      15  121312      -2.0319      0.97892
PAQR7              1   26187975   26202461     57      16  121312     -0.52126      0.69891
STMN1              1   26210670   26233368     66      23  121312     -0.91972      0.82114
PAFAH2             1   26286258   26326366    206      39  121312     -0.09062       0.5361
EXTL1              1   26348266   26362955     73      34  121312      -0.1837      0.57288
SLC30A2            1   26364513   26373439     42      18  121312      0.49636      0.30982
TRIM63             1   26377792   26394142     95      27  121312      0.10476      0.45828
PDIK1L             1   26437656   26452039     72      15  121312     -0.13482      0.55362
FAM110D            1   26485511   26489119     22      13  121312      0.09843       0.4608
ZNF593             1   26496388   26497364      6       3  121312       1.1974      0.11558
CNKSR1             1   26503981   26516375     77      27  121312       1.2504      0.10557
CATSPER4           1   26517119   26529033    110      27  121312     0.021623      0.49137
CEP85              1   26560644   26605529    253      32  121312      -1.5352      0.93763
SH3BGRL3           1   26606213   26608013     11       5  121312      -1.1252      0.86974
UBXN11             1   26608773   26644756    222      33  121312      -1.4319      0.92392
CD52               1   26644411   26647014     22      10  121312       -1.905      0.97161
AIM1L              1   26648350   26680621    186      44  121312     -0.34189      0.63378
ZNF683             1   26688125   26701023     87      24  121312      0.65099      0.25753
LIN28A             1   26737269   26756219     84      39  121312      0.92846      0.17658
DHDDS              1   26758773   26797797    164      61  121312       1.2744      0.10126
HMGN2              1   26798902   26803133     20      13  121312      0.78712      0.21561
RPS6KA1            1   26856249   26901520    221      55  121312         1.11      0.13351
LOC101928728       1   27018623   27022896     21      11  121312     -0.76146      0.77681
ARID1A             1   27022522   27108601    302      49  121312      -1.2373        0.892
PIGV               1   27113739   27124894     44      23  121312     -0.29826      0.61725
ZDHHC18            1   27153201   27184092    146      45  121312        0.288      0.38667
SFN                1   27189633   27190947      3       2  121312       0.1494      0.44062
GPN2               1   27205872   27216869     37      16  121312     -0.57174      0.71625
GPATCH3            1   27216979   27226962     31      19  121312     -0.48938      0.68771
NR0B2              1   27237975   27240567     10       6  121312     -0.73153      0.76777
NUDC               1   27248187   27273362    111      45  121312     -0.14468      0.55752
KDF1               1   27276047   27286901     40      17  121312      0.60801      0.27159
TRNP1              1   27320189   27327377     27      11  121312      0.62948      0.26452
FAM46B             1   27331511   27339333     34      17  121312     -0.68548      0.75348
SLC9A1             1   27425300   27481621    216      62  121312     -0.99014      0.83895
WDTC1              1   27561007   27635124    253      50  121312     -0.51452      0.69656
TMEM222            1   27648636   27662891     79      34  121312      0.63784      0.26179
SYTL1              1   27668483   27680423     48      21  121312      -1.2767      0.89915
MAP3K6             1   27681670   27693558     49      21  121312      -0.9772      0.83577
FCN3               1   27695601   27701315     35      22  121312     -0.48104      0.68476
CD164L2            1   27705596   27709823     13       6  121312      0.27387      0.39209
GPR3               1   27719148   27722318     10       7  121312       2.5509    0.0053725
WASF2              1   27730734   27816678    352      47  121312       1.0076      0.15683
AHDC1              1   27860756   27930463    246      70  121312      0.13113      0.44784
FGR                1   27938800   27961727    119      37  121312     -0.29607      0.61641
IFI6               1   27992572   27998724     31      12  121312     -0.16078      0.56387
FAM76A             1   28052490   28089426    164      26  121312      -1.0081      0.84329
STX12              1   28099694   28150963    216      36  121312     -0.35348      0.63814
PPP1R8             1   28157252   28178183     98      42  121312     -0.75922      0.77614
THEMIS2            1   28199055   28213196     89      26  121312  -0.00096069      0.50038
RPA2               1   28218035   28241255    122      28  121312     -0.51346      0.69619
SMPDL3B            1   28261456   28285663    154      42  121312      -1.3497      0.91145
XKR8               1   28286504   28294604     39      20  121312     -0.23156      0.59156
EYA3               1   28296855   28415173    571      49  121312       0.1716      0.43187
PTAFR              1   28473677   28520447    184      82  121312     -0.67198       0.7492
DNAJC8             1   28526789   28559542    164      34  121312     0.031422      0.48747
ATPIF1             1   28562602   28564616     10       5  121312      -1.0012      0.84164
SESN2              1   28585963   28609002    116      41  121312      0.63894      0.26143
MED18              1   28655513   28662478     27      18  121312     -0.73321      0.76829
PHACTR4            1   28696093   28826881    657      33  121312     -0.79443      0.78653
RCC1               1   28832455   28865708    159      46  121312    -0.095871      0.53819
TRNAU1AP           1   28879529   28905057     98      32  121312     0.046338      0.48152
RAB42              1   28918712   28921098     10       6  121312       2.5044    0.0061334
TAF12              1   28929608   28975416    206      64  121312      0.73916      0.22991
GMEB1              1   28995234   29042115    187      49  121312        1.312     0.094759
YTHDF2             1   29063133   29096287    146      43  121312       1.5636     0.058961
OPRD1              1   29138654   29190208    311      47  121312     -0.44037      0.67016
EPB41              1   29213603   29446558   1008      71  121312    -0.074038      0.52951
TMEM200B           1   29445937   29450421     23      12  121312      0.13009      0.44825
SRSF4              1   29474250   29508637    147      52  121312      0.63584      0.26244
MECR               1   29519385   29557460    190      52  121312      0.75669      0.22462
PTPRU              1   29563028   29653325    430      76  121312      0.55782      0.28848
MATN1              1   31184124   31196432     56      14  121312      0.27726      0.39079
LAPTM5             1   31205315   31230683    162      66  121312     -0.48262      0.68532
SDC3               1   31342313   31381480    195      79  121312      0.70326      0.24095
PUM1               1   31404353   31538838    597      57  121312       0.7045      0.24056
NKAIN1             1   31652592   31712734    406      41  121312     -0.57628      0.71779
SNRNP40            1   31732415   31769644    196      30  121312      0.46875      0.31962
ZCCHC17            1   31769832   31838569    326      33  121312       0.2234      0.41161
FABP3              1   31838100   31845923     38      21  121312      0.67802      0.24888
SERINC2            1   31882412   31907527    131      27  121312     -0.14333      0.55699
TINAGL1            1   32042086   32053290     35      26  121312        0.707      0.23978
HCRTR1             1   32083290   32093214     49      15  121312    -0.041321      0.51648
PEF1               1   32095463   32110838     54      17  121312     0.023603      0.49058
COL16A1            1   32117848   32169768    257      68  121312      -1.5887      0.94393
ADGRB2             1   32192718   32230494    155      39  121312      -1.0594      0.85528
SPOCD1             1   32256023   32281630    123      38  121312     -0.79125       0.7856
PTP4A2             1   32372022   32403988    152      31  121312      0.14563      0.44211
KHDRBS1            1   32479295   32526460    139      89  121312      0.96825      0.16646
TMEM39B            1   32538503   32568467    104      35  121312      0.94978      0.17111
KPNA6              1   32573644   32642169    215      66  121312      0.60653      0.27208
TXLNA              1   32645293   32663886     68      35  121312     -0.77515      0.78087
CCDC28B            1   32666202   32670991     14      10  121312     -0.13051      0.55192
IQCC               1   32671236   32674288     17       9  121312     -0.48532      0.68627
