GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
SPEN               1   16174359   16266951    381      60  103765        1.224      0.11047
ZBTB17             1   16268364   16302627    130      48  103765       0.8136      0.20794
TBC1D3P6           1   16302626   16323701    150      38  103765      0.88008      0.18941
C1orf64            1   16330731   16333184     25      12  103765      -0.8367      0.79862
HSPB7              1   16340523   16346084     59       9  103765      0.38731      0.34926
CLCNKA             1   16348486   16360548    107      28  103765     -0.73625      0.76921
CLCNKB             1   16370231   16383821    156      29  103765       1.1382      0.12752
FAM131C            1   16384264   16400127     90      19  103765     -0.54766      0.70804
EPHA2              1   16450832   16482582    138      51  103765       2.4283    0.0075854
ARHGEF19           1   16524599   16539104     83      18  103765     -0.57592      0.71766
ANO7P1             1   16551343   16553528     10       2  103765      -1.6454      0.95006
RSG1               1   16558182   16563659     25      13  103765      0.33035      0.37057
FBXO42             1   16573339   16678965    426      41  103765     -0.67721      0.75086
SZRD1              1   16693525   16724643    122      32  103765     -0.70728      0.76031
SPATA21            1   16722101   16763919    233      63  103765      -1.1667      0.87834
NECAP2             1   16767167   16786585     90      34  103765       -1.087      0.86148
FAM231B            1   16865561   16866198      3       2  103765      0.61343       0.2698
NBPF1              1   16888922   16940100      9       6  103765     -0.16925       0.5672
CROCC              1   17248445   17299474    257      58  103765       1.0835      0.13929
MFAP2              1   17300997   17308081     29      13  103765       1.6072     0.054009
ATP13A2            1   17312453   17338467    114      40  103765       1.6401     0.050489
SDHB               1   17345217   17380665    195      31  103765       1.8003     0.035903
PADI2              1   17393256   17445948    402      42  103765       2.0093     0.022252
PADI1              1   17531621   17572501    312      97  103765       1.5975     0.055075
PADI3              1   17575593   17610728    277      48  103765     -0.77298      0.78023
PADI4              1   17634690   17690495    430      52  103765      0.72108      0.23543
PADI6              1   17698741   17728195    264      38  103765     -0.73742      0.76957
RCC2               1   17733251   17766250    193      59  103765     -0.96495      0.83272
ARHGEF10L          1   17846693   18024370   1077     120  103765     -0.23947      0.59463
ACTL8              1   18081808   18153558    380      56  103765      0.57451      0.28281
IGSF21             1   18434240   18704977   1826     239  103765       1.4465     0.074014
KLHDC7A            1   18807424   18812540     41      13  103765       1.7452     0.040478
PAX7               1   18957500   19075360    749     167  103765     -0.16627      0.56603
TAS1R2             1   19166093   19186155    163      37  103765     0.080757      0.46782
ALDH4A1            1   19197924   19229293    253      47  103765     -0.40587      0.65758
IFFO2              1   19230774   19282826    334      66  103765     -0.50567      0.69345
UBR4               1   19401000   19536812    555      56  103765     -0.26397       0.6041
EMC1               1   19542158   19578053    177      34  103765     -0.13027      0.55182
MRTO4              1   19578075   19586622     70      15  103765       1.3579     0.087255
AKR7A3             1   19609057   19615280     39      10  103765     -0.59482      0.72402
AKR7A2             1   19629202   19638640     53      27  103765     -0.29012      0.61414
PQLC2              1   19638740   19658925    146      31  103765       -0.137      0.55448
CAPZB              1   19665267   19812066    949      52  103765      0.64174      0.26052
MINOS1             1   19923471   19956315    179      26  103765     0.056253      0.47757
MINOS1-NBL1        1   19923471   19984949    356      52  103765      0.10115      0.45972
NBL1               1   19969723   19984949     88      35  103765      0.68551      0.24651
HTR6               1   19991780   20006055     84      27  103765      0.30836       0.3789
TMCO4              1   20008706   20126424    740     112  103765       1.8158     0.034703
RNF186             1   20140522   20141771     13       8  103765       1.1119      0.13308
OTUD3              1   20208356   20239438    139      40  103765     0.069354      0.47235
PLA2G2E            1   20246800   20250110     25      10  103765     -0.84552      0.80109
PLA2G2A            1   20301924   20306932     31      18  103765     -0.99552      0.84026
PLA2G5             1   20386157   20418394    211      49  103765     -0.93004      0.82383
PLA2G2D            1   20439143   20446059     37      18  103765     0.040071      0.48402
PLA2G2F            1   20465823   20476879     53      32  103765   -0.0062663       0.5025
PLA2G2C            1   20490484   20501687     58      18  103765     -0.18296      0.57258
UBXN10             1   20512578   20522540     38      25  103765       1.0128      0.15558
VWA5B1             1   20617412   20681662    421      60  103765        2.428    0.0075905
CAMK2N1            1   20808884   20812728     12       8  103765      0.59554      0.27574
MUL1               1   20825941   20834674     50      22  103765      0.83617      0.20153
FAM43B             1   20878932   20881513      8       4  103765      -0.6187      0.73194
CDA                1   20915444   20945401    194      44  103765     -0.86593      0.80673
PINK1              1   20959948   20978004    117      25  103765     -0.55013      0.70888
DDOST              1   20978260   20988037     52      18  103765     -0.69413       0.7562
KIF17              1   20990475   21044317    384      90  103765      -1.0036      0.84222
SH2D5              1   21046225   21059133     64      23  103765     -0.22487      0.58896
HP1BP3             1   21069170   21113808    163      41  103765       1.3328       0.0913
EIF4G3             1   21132785   21503381   1408      66  103765       1.2422      0.10707
ECE1               1   21543740   21672034    741      98  103765     -0.50581       0.6935
NBPF3              1   21766583   21811393    242      39  103765     -0.44788      0.67288
ALPL               1   21835475   21904905    478      61  103765      -1.1259      0.86989
RAP1GAP            1   21922708   21996010    417      80  103765     -0.59668      0.72464
USP48              1   22004791   22109688    596      59  103765     -0.86066      0.80529
LDLRAD2            1   22138758   22151714     90      49  103765      -1.2988        0.903
HSPG2              1   22148737   22263750    703      95  103765     -0.95091      0.82917
CELA3B             1   22303418   22315847    107      21  103765     -0.23478      0.59281
CELA3A             1   22328149   22339035     58      18  103765    -0.085367      0.53402
CDC42              1   22379120   22419439    190      46  103765      0.14516      0.44229
WNT4               1   22443798   22470474    155      43  103765      0.16608      0.43405
ZBTB40             1   22778344   22857650    319      53  103765    0.0027868      0.49889
EPHA8              1   22890004   22930087    245      56  103765      -1.0117      0.84416
C1QA               1   22963118   22966175     15      10  103765     -0.49823      0.69084
C1QC               1   22969969   22974603     30       8  103765       1.6636     0.048101
C1QB               1   22979682   22988130     48      17  103765       1.7964     0.036218
EPHB2              1   23037263   23241823   1172     157  103765     -0.60129      0.72618
LACTBL1            1   23279536   23299524     94      34  103765       1.6108     0.053609
C1orf234           1   23337327   23342343     20       9  103765       2.0714     0.019159
KDM1A              1   23345937   23410184    211      57  103765       1.6262     0.051953
LUZP1              1   23410516   23504301    356      56  103765      0.68122      0.24787
HTR1D              1   23518388   23521222     15      10  103765      0.39384      0.34685
HNRNPR             1   23635953   23671143    150      43  103765       0.7161      0.23696
ZNF436             1   23685941   23696357     51      16  103765      0.83605      0.20156
TCEA3              1   23707555   23751269    261      46  103765     0.077037       0.4693
ASAP3              1   23755056   23810750    249      53  103765      0.61863      0.26808
E2F2               1   23832920   23857712    112      30  103765     -0.81448      0.79231
ID3                1   23884421   23886285     16       9  103765      -0.4191      0.66243
RPL11              1   24018269   24022915     27      11  103765      0.14385      0.44281
TCEB3              1   24069856   24088549     73      15  103765      0.32021      0.37441
PITHD1             1   24104876   24114722     39      25  103765      0.12783      0.44914
LYPLA2             1   24117275   24122029     14       9  103765     -0.13431      0.55342
GALE               1   24122089   24127294     11       8  103765       1.4401     0.074925
HMGCL              1   24128367   24165110    123      33  103765       1.4834     0.068989
FUCA1              1   24171567   24194859     94      31  103765      0.23162      0.40842
CNR2               1   24197005   24285549    427      46  103765      0.61126      0.27051
PNRC2              1   24286301   24289952      5       2  103765      0.17545      0.43036
SRSF10             1   24292935   24306953      7       3  103765       0.4829      0.31458
MYOM3              1   24382531   24438665    389      58  103765       1.5073      0.06587
IL22RA1            1   24446261   24469783    130      40  103765     -0.80284      0.78897
IFNLR1             1   24480647   24513765    241      52  103765      0.86574      0.19332
GRHL3              1   24645812   24690972    231      71  103765       1.2918     0.098212
STPG1              1   24683489   24741587    318      46  103765      0.50934      0.30526
NIPAL3             1   24742245   24799473    359      50  103765      0.14563      0.44211
RCAN3              1   24828841   24863510    190      38  103765       1.6271     0.051858
NCMAP              1   24882567   24935819    336      51  103765      0.26734       0.3946
SRRM1              1   24969594   24999772     94      45  103765       1.1214      0.13106
CLIC4              1   25071760   25170815    335      60  103765     -0.92606      0.82279
RUNX3              1   25226002   25291648    337      89  103765        3.313   0.00046154
SYF2               1   25548767   25559013     52      18  103765     -0.60632      0.72785
RSRP1              1   25568740   25574010     27      15  103765      0.46481      0.32103
RHD                1   25598884   25656936    151      36  103765      0.84436      0.19923
TMEM50A            1   25664789   25688852    104      32  103765      0.76299      0.22273
RHCE               1   25687853   25747363    251      48  103765     -0.28475      0.61208
TMEM57             1   25757388   25826700    316      38  103765     -0.47679      0.68325
LDLRAP1            1   25870071   25895377    160      38  103765      0.37044      0.35553
MAN1C1             1   25943959   26111258    822      71  103765    0.0072932      0.49709
SEPN1              1   26126667   26144713     97      25  103765        1.082      0.13962
MTFR1L             1   26146397   26159433     56      11  103765       1.4391     0.075059
AUNIP              1   26158414   26185939    118      15  103765       1.3924     0.081901
PAQR7              1   26187975   26202461     56      15  103765       0.4447      0.32827
STMN1              1   26210670   26233368     65      22  103765      0.84368      0.19942
PAFAH2             1   26286258   26326366    205      39  103765     -0.71576      0.76293
EXTL1              1   26348266   26362955     72      33  103765      -1.4064       0.9202
SLC30A2            1   26364513   26373439     41      17  103765      0.38686      0.34943
TRIM63             1   26377792   26394142     94      26  103765     -0.92894      0.82354
PDIK1L             1   26437656   26452039     72      15  103765     -0.54598      0.70746
FAM110D            1   26485511   26489119     22      13  103765      0.30708      0.37939
ZNF593             1   26496388   26497364      6       3  103765        1.041      0.14894
CNKSR1             1   26503981   26516375     76      26  103765      0.11753      0.45322
CATSPER4           1   26517119   26529033    109      27  103765       0.9582      0.16898
CEP85              1   26560644   26605529    248      37  103765       1.1038      0.13484
SH3BGRL3           1   26606213   26608013     11       5  103765       0.2433      0.40389
UBXN11             1   26608773   26644756    222      33  103765       1.3145     0.094346
CD52               1   26644411   26647014     22      10  103765       1.8023     0.035747
AIM1L              1   26648350   26680621    182      43  103765      0.94064      0.17345
ZNF683             1   26688125   26701023     84      23  103765       2.9482    0.0015982
LIN28A             1   26737269   26756219     83      39  103765       1.4147     0.078579
DHDDS              1   26758773   26797797    162      60  103765         1.65     0.049473
HMGN2              1   26798902   26803133     19      12  103765     -0.19602       0.5777
RPS6KA1            1   26856249   26901520    220      54  103765       0.9256      0.17733
LOC101928728       1   27018623   27022896     20      10  103765      0.38567      0.34987
ARID1A             1   27022522   27108601    296      39  103765       1.4321     0.076051
PIGV               1   27113739   27124894     41      22  103765      0.15042      0.44022
ZDHHC18            1   27153201   27184092    131      44  103765      0.04899      0.48046
SFN                1   27189633   27190947      3       2  103765       2.3845    0.0085508
GPN2               1   27205872   27216869     36      16  103765      0.13644      0.44574
GPATCH3            1   27216979   27226962     31      19  103765       2.3041      0.01061
NR0B2              1   27237975   27240567     10       6  103765       0.4868       0.3132
NUDC               1   27248187   27273362    110      45  103765      0.79958      0.21198
KDF1               1   27276047   27286901     40      17  103765       1.3135     0.094502
TRNP1              1   27320189   27327377     27      11  103765       1.4555     0.072767
FAM46B             1   27331511   27339333     34      17  103765      0.36988      0.35574
SLC9A1             1   27425300   27481621    214      61  103765      0.16209      0.43562
WDTC1              1   27561007   27635124    252      50  103765      0.86272      0.19415
TMEM222            1   27648636   27662891     77      33  103765      0.77253       0.2199
SYTL1              1   27668483   27680423     46      19  103765      -1.1301      0.87078
MAP3K6             1   27681670   27693558     49      21  103765   -0.0094406      0.50377
FCN3               1   27695601   27701315     35      22  103765       1.5927     0.055614
CD164L2            1   27705596   27709823     13       6  103765       1.2485      0.10592
GPR3               1   27719148   27722318     10       7  103765      0.66692      0.25241
WASF2              1   27730734   27816678    351      47  103765     -0.18037      0.57157
AHDC1              1   27860756   27930463    245      70  103765      0.09297      0.46296
FGR                1   27938800   27961727    118      37  103765     -0.29976      0.61782
IFI6               1   27992572   27998724     30      12  103765      0.75605      0.22481
FAM76A             1   28052490   28089426    162      25  103765    -0.016525      0.50659
STX12              1   28099694   28150963    215      36  103765    -0.085011      0.53387
PPP1R8             1   28157252   28178183     96      40  103765     -0.67361      0.74972
THEMIS2            1   28199055   28213196     89      26  103765      -2.1478      0.98413
RPA2               1   28218035   28241255    122      28  103765      0.38928      0.34853
SMPDL3B            1   28261456   28285663    153      42  103765       1.1608      0.12286
XKR8               1   28286504   28294604     39      20  103765      0.39509      0.34639
EYA3               1   28296855   28415173    569      48  103765      0.13906       0.4447
PTAFR              1   28473677   28520447    182      81  103765      -1.3405      0.90995
DNAJC8             1   28526789   28559542    163      34  103765     -0.91349      0.81951
ATPIF1             1   28562602   28564616     10       5  103765    -0.079519      0.53169
SESN2              1   28585963   28609002    117      42  103765      -0.9322      0.82438
MED18              1   28655513   28662478     27      18  103765     -0.45983      0.67718
PHACTR4            1   28696093   28826881    654      31  103765    -0.061564      0.52454
RCC1               1   28832455   28865708    158      46  103765      0.33883      0.36737
TRNAU1AP           1   28879529   28905057     96      31  103765     -0.45658      0.67601
RAB42              1   28918712   28921098     10       6  103765      -1.1659      0.87818
TAF12              1   28929608   28975416    203      63  103765     -0.82123      0.79424
GMEB1              1   28995234   29042115    187      49  103765      -1.3752      0.91547
YTHDF2             1   29063133   29096287    144      42  103765     -0.19791      0.57844
OPRD1              1   29138654   29190208    312      50  103765      0.94561      0.17217
EPB41              1   29213603   29446558   1005      69  103765       0.1955       0.4225
TMEM200B           1   29445937   29450421     24      13  103765      0.53655      0.29579
SRSF4              1   29474250   29508637    146      52  103765      0.87697      0.19025
MECR               1   29519385   29557460    188      51  103765       1.0896      0.13794
PTPRU              1   29563028   29653325    428      81  103765       1.1005      0.13556
MATN1              1   31184124   31196432     57      14  103765      0.28753      0.38685
LAPTM5             1   31205315   31230683    159      64  103765      -0.5191      0.69815
SDC3               1   31342313   31381480    194      79  103765      0.21677      0.41419
PUM1               1   31404353   31538838    595      55  103765       1.0525      0.14628
NKAIN1             1   31652592   31712734    404      39  103765      0.18764      0.42558
SNRNP40            1   31732415   31769644    194      30  103765       1.4272     0.076755
ZCCHC17            1   31769832   31838569    323      34  103765      0.85796      0.19546
FABP3              1   31838100   31845923     38      21  103765      0.81472      0.20762
SERINC2            1   31882412   31907527    131      27  103765      0.59912      0.27455
TINAGL1            1   32042086   32053290     35      26  103765     -0.41235      0.65996
HCRTR1             1   32083290   32093214     49      15  103765      0.12555      0.45004
PEF1               1   32095463   32110838     54      17  103765      0.67504      0.24982
COL16A1            1   32117848   32169768    257      68  103765      0.60452      0.27275
ADGRB2             1   32192718   32230494    153      39  103765       1.3497     0.088557
SPOCD1             1   32256023   32281630    123      38  103765      0.33415      0.36913
PTP4A2             1   32372022   32403988    151      31  103765      0.32822      0.37137
KHDRBS1            1   32479295   32526460    137      87  103765      0.69809      0.24256
TMEM39B            1   32538503   32568467    103      34  103765     -0.43873      0.66957
KPNA6              1   32573644   32642169    213      65  103765     -0.78693      0.78434
TXLNA              1   32645293   32663886     68      35  103765     -0.33506      0.63121
CCDC28B            1   32666202   32670991     14      10  103765     -0.94814      0.82847
IQCC               1   32671236   32674288     17       9  103765     -0.32211      0.62632
DCDC2B             1   32674695   32681797     38      26  103765      0.17758      0.42953
